kernel,class,arm,class_cap,app_cap,tier_nodes,inserted_classes,stop,iterations,applications,classes_at_stop,live_classes,objective,shared_pass_bytes,input_nodes,compiled_nodes,bytes,dag_cost,schedule,selects,guarded,exclusive,spill_slots,hoisted,same_form_nan_mismatch,same_form_max_abs,packed_mismatch_same,optimize_ms,emit_ms,sat_wall_ms,peak_alloc_mb,git_sha
glyph32_U007C,glyph32,cap20000-app200000,20000,200000,123,-,class_cap,6,55934,15492,2499,tree_cheaper,66368,131,45,576,125,35,3,20,30,0,6,0,0,0,1952.804,0.935,1951.869,7.36,a1d56ee4
glyph32_U007D,glyph32,cap20000-app200000,20000,200000,4101,-,class_cap,2,26335,18729,4582,shared,448168,2273,1502,16560,6460,452,56,1028,1043,0,159,0,0.0000019073486328125,0,456.839,13.207,453.693,9.72,a1d56ee4
glyph32_U007E,glyph32,cap20000-app200000,20000,200000,3995,-,class_cap,2,25522,19130,4754,shared,454152,2083,1493,15920,6471,418,51,994,1002,0,150,0,0.0000008940696716308594,0,284.701,12.675,281.541,9.75,a1d56ee4
psychedelic_packed,psychedelic,cap20000-app200000,20000,200000,1246,-,class_cap,4,34631,17907,3694,tree_cheaper,175176,1246,111,2352,829,127,1,29,30,0,12,0,0,0,75.042,0.902,73.740,9.02,8ecdc098
shader_cosine_palette,shader,cap20000-app200000,20000,200000,40,-,class_cap,5,33030,18258,3234,tree_cheaper,124084,40,25,1232,292,133,3,99,102,0,1,0,0,0,98.125,1.116,97.009,9.07,3f714e09
shader_smooth_min_scene,shader,cap20000-app200000,20000,200000,43,-,class_cap,18,166339,6973,423,tree_cheaper,12256,43,39,432,132,34,0,0,0,0,2,0,0,0,428.030,0.402,427.246,3.62,3f714e09
shader_mandelbrot_distance,shader,cap20000-app200000,20000,200000,152,-,quiesced,8,96495,6287,237,tree_cheaper,6208,152,115,1616,595,160,19,31,57,0,5,0,0,0,4876.434,6.332,4875.278,2.73,3f714e09
shader_star_sdf,shader,cap20000-app200000,20000,200000,66,-,class_cap,5,26909,13888,2050,tree_cheaper,387336,66,58,640,172,56,1,0,2,0,2,0,0,0,55.260,0.545,54.506,6.83,3f714e09
shader_gyroid_slice,shader,cap20000-app200000,20000,200000,40,-,quiesced,9,4675,775,102,tree_cheaper,1520,40,33,2768,932,163,4,124,128,0,8,0,0,0,12.420,1.914,12.203,0.35,3f714e09
shader_plasma,shader,cap20000-app200000,20000,200000,37,-,class_cap,6,35023,12661,1319,tree_cheaper,134028,37,29,1376,359,122,3,87,90,0,4,0,0,0,63.739,1.068,63.142,5.60,3f714e09
shader_domain_warp_fbm,shader,cap20000-app200000,20000,200000,84,-,class_cap,4,28923,18774,4694,tree_cheaper,372492,84,62,1728,446,185,4,116,120,0,4,0,0,0,87.585,1.925,86.678,9.29,3f714e09
shader_kaleidoscope_fold,shader,cap20000-app200000,20000,200000,46,-,quiesced,5,319,131,57,tree_cheaper,412,46,40,2032,560,238,10,156,174,0,8,0,0.000006109476089477539,0,1.369,2.936,1.137,0.09,3f714e09
shader_metaballs,shader,cap20000-app200000,20000,200000,62,-,class_cap,6,46375,13429,1870,tree_cheaper,30772,62,45,464,136,38,1,0,0,0,3,0,0,0,689.405,0.442,688.771,5.77,3f714e09
shader_julia_set,shader,cap20000-app200000,20000,200000,122,-,class_cap,6,41823,17032,2602,tree_cheaper,95212,122,118,2064,697,205,14,51,61,0,6,0,0,0,317.747,3.670,316.725,8.79,3f714e09
shader_smoothstep_vignette,shader,cap20000-app200000,20000,200000,64,-,quiesced,5,1074,283,82,tree_cheaper,1064,64,49,544,194,41,0,0,0,0,7,0,0.0000012069940567016602,0,3.239,0.321,3.011,0.15,3f714e09
shader_torus_slice,shader,cap20000-app200000,20000,200000,38,-,quiesced,15,28932,3005,198,shared,5336,38,31,368,130,25,0,0,0,0,3,0,0,0,114.378,0.420,114.017,1.33,3f714e09
cellgrid_80x24_d2,cellgrid,cap20000-app800000,20000,800000,667,-,class_cap,4,29932,18425,3998,shared,869900,667,117,2560,427,217,0,0,0,5,19,0,0,0,80.986,0.605,79.644,9.20,8ecdc098
chrome_packed,chrome,cap20000-app800000,20000,800000,390815,-,class_cap,2,22744,17886,4054,shared,900052,335411,403,3584,1681,384,17,604,606,30,11,0,0,0,212.235,4.313,55.092,34.88,8ecdc098
chrome_R,chrome_channel,cap20000-app800000,20000,800000,133101,-,class_cap,2,21309,17003,3829,shared,795596,114633,294,2816,1391,280,9,416,418,34,12,0,0.000017702579498291016,0,84.738,2.828,47.278,16.36,8ecdc098
glyph16_U0020,glyph16,cap20000-app800000,20000,800000,1,-,quiesced,1,0,1,1,tree_cheaper,4,1,1,164,0,1,0,0,0,0,0,0,0,0,0.418,0.234,0.013,0.00,a1d56ee4
glyph16_U0021,glyph16,cap20000-app800000,20000,800000,267,-,class_cap,6,69303,14430,2153,tree_cheaper,67536,283,86,960,256,54,7,39,48,0,13,0,0.00000095367431640625,0,5978.490,1.465,5977.598,7.17,a1d56ee4
glyph16_U0022,glyph16,cap20000-app800000,20000,800000,191,-,quiesced,7,17694,1642,151,tree_cheaper,2276,207,62,736,175,46,5,31,49,0,8,0,0.000000476837158203125,0,119.686,1.097,119.267,0.84,a1d56ee4
glyph16_U0023,glyph16,cap20000-app800000,20000,800000,647,-,class_cap,4,40740,9804,1422,tree_cheaper,95196,663,260,2816,1013,144,17,143,207,2,52,0,0.0000019073486328125,0,1060.279,2.944,1059.378,5.17,a1d56ee4
glyph16_U0024,glyph16,cap20000-app800000,20000,800000,6151,-,class_cap,2,21299,19617,6262,tree_cheaper,658856,3363,2301,27312,9848,671,83,1556,1581,0,239,0,0.000002294778823852539,0,180.448,17.507,175.404,10.26,a1d56ee4
glyph16_U0025,glyph16,cap20000-app800000,20000,800000,8791,-,class_cap,1,15282,19525,8358,shared,843192,4599,3587,35792,16475,922,113,2254,2266,0,437,0,0.0000019073486328125,0,64.496,25.312,56.527,10.56,a1d56ee4
glyph16_U0026,glyph16,cap20000-app800000,20000,800000,7719,-,class_cap,1,15565,19496,7900,shared,813828,4103,3019,32384,13757,828,101,1980,2002,0,382,0,0.0000020265579223632813,0,59.794,22.415,53.063,10.47,a1d56ee4
glyph16_U0027,glyph16,cap20000-app800000,20000,800000,123,-,quiesced,7,12774,1153,108,tree_cheaper,1208,131,46,592,124,33,3,18,28,0,6,0,0.00000095367431640625,0,72.900,0.815,72.473,0.64,a1d56ee4
glyph16_U0028,glyph16,cap20000-app800000,20000,800000,1959,-,class_cap,2,25380,18010,4732,shared,467652,1031,749,7008,3285,192,25,329,441,0,94,0,0.000001430511474609375,0,77.144,6.572,75.507,9.43,a1d56ee4
glyph16_U0029,glyph16,cap20000-app800000,20000,800000,1777,-,class_cap,2,24607,17772,4491,shared,442780,953,694,6528,3053,180,23,298,403,0,89,0,0.0000017657876014709473,0,68.651,6.117,67.100,9.36,a1d56ee4
glyph16_U002A,glyph16,cap20000-app800000,20000,800000,647,-,class_cap,4,44467,9885,1190,tree_cheaper,61984,663,296,3296,1157,142,17,155,197,3,55,0,0.0000026226043701171875,0,642.782,2.922,641.860,5.14,a1d56ee4
glyph16_U002B,glyph16,cap20000-app800000,20000,800000,259,-,class_cap,51,426407,11354,427,tree_cheaper,10004,283,73,816,205,52,7,37,46,0,10,0,0.000000476837158203125,0,3313.752,1.332,3313.028,5.24,a1d56ee4
glyph16_U002C,glyph16,cap20000-app800000,20000,800000,199,-,quiesced,7,28182,2752,268,tree_cheaper,5252,207,88,1072,276,51,5,43,58,0,15,0,0.0000011920928955078125,0,188.833,2.102,188.370,1.33,a1d56ee4
glyph16_U002D,glyph16,cap20000-app800000,20000,800000,123,-,quiesced,7,12610,1138,110,tree_cheaper,1232,131,47,624,124,33,3,18,28,0,6,0,0.0000019073486328125,0,67.530,0.774,67.181,0.59,a1d56ee4
glyph16_U002E,glyph16,cap20000-app800000,20000,800000,123,-,class_cap,6,46386,10949,1478,tree_cheaper,43200,131,43,544,120,33,3,18,28,0,6,0,0.0000019073486328125,0,2281.911,0.947,2281.275,5.25,a1d56ee4
glyph16_U002F,glyph16,cap20000-app800000,20000,800000,131,-,class_cap,7,72555,15406,1699,tree_cheaper,44536,131,61,816,184,35,3,28,34,0,11,0,0.000000476837158203125,0,2679.310,0.831,2678.469,7.28,a1d56ee4
glyph16_U0030,glyph16,cap20000-app800000,20000,800000,5767,-,class_cap,2,23013,19627,5401,shared,541716,2983,2027,22016,9058,591,73,1463,1463,0,215,0,0.0000010728836059570313,0,688.809,15.569,684.227,10.08,a1d56ee4
glyph16_U0031,glyph16,cap20000-app800000,20000,800000,301,-,class_cap,6,75769,14670,1951,tree_cheaper,70600,321,116,1296,359,75,8,67,96,0,22,0,0.0000011920928955078125,0,6465.467,1.792,6464.505,7.18,a1d56ee4
glyph16_U0032,glyph16,cap20000-app800000,20000,800000,3827,-,class_cap,2,24530,19197,5151,shared,481816,2043,1444,16208,6200,414,50,965,976,0,149,0,0.0000007152557373046875,0,308.763,17.294,301.959,9.77,a1d56ee4
glyph16_U0033,glyph16,cap20000-app800000,20000,800000,5901,-,class_cap,2,22175,19726,5709,shared,579964,3097,2163,24048,9489,622,76,1512,1512,0,224,0,0.0000010728836059570313,0,722.824,19.339,718.109,10.17,a1d56ee4
glyph16_U0034,glyph16,cap20000-app800000,20000,800000,335,-,class_cap,6,75123,14760,1992,tree_cheaper,85680,359,113,1312,350,72,9,64,79,0,21,0,0.0000015497207641601563,0,6765.801,2.338,6764.669,7.21,a1d56ee4
glyph16_U0035,glyph16,cap20000-app800000,20000,800000,4031,-,class_cap,2,26068,18891,4530,shared,434976,2159,1481,16512,6399,437,53,1025,1035,0,155,0,0.0000017881393432617188,0,705.821,27.218,699.759,9.71,a1d56ee4
glyph16_U0036,glyph16,cap20000-app800000,20000,800000,5793,-,class_cap,2,22304,19717,5634,shared,567932,3021,2142,23152,9381,603,74,1475,1481,0,221,0,0.0000025853514671325684,0,1175.655,34.932,1170.856,10.13,a1d56ee4
glyph16_U0037,glyph16,cap20000-app800000,20000,800000,199,-,class_cap,6,63823,14266,2334,tree_cheaper,62788,207,87,1056,272,53,5,45,60,0,17,0,0.000000476837158203125,0,6508.693,1.412,6507.770,6.79,a1d56ee4
glyph16_U0038,glyph16,cap20000-app800000,20000,800000,7671,-,class_cap,1,15934,19478,7657,shared,790932,3959,2866,30912,13268,784,97,1952,1952,3,360,0,0.000002205371856689453,0,60.300,24.289,53.855,10.44,a1d56ee4
glyph16_U0039,glyph16,cap20000-app800000,20000,800000,5833,-,class_cap,2,22174,19746,5702,shared,571248,3021,2165,23344,9487,605,74,1485,1485,0,221,0,0.000002574175596237182,0,833.442,21.269,828.772,10.15,a1d56ee4
glyph16_U003A,glyph16,cap20000-app800000,20000,800000,191,-,class_cap,6,54625,13102,1678,tree_cheaper,54540,207,52,624,143,38,5,23,23,0,7,0,0.000000476837158203125,0,3822.278,2.733,3821.399,5.69,a1d56ee4
glyph16_U003B,glyph16,cap20000-app800000,20000,800000,267,-,quiesced,12,49487,3722,363,tree_cheaper,8848,283,108,1312,334,65,7,57,81,0,18,0,0.000000476837158203125,0,557.174,1.867,556.586,1.82,a1d56ee4
glyph16_U003C,glyph16,cap20000-app800000,20000,800000,309,-,quiesced,17,58193,5722,540,tree_cheaper,17372,321,143,1712,462,77,8,76,93,2,28,0,0.0000014901161193847656,0,1314.782,1.897,1314.131,2.66,a1d56ee4
glyph16_U003D,glyph16,cap20000-app800000,20000,800000,191,-,class_cap,6,66226,15129,1401,tree_cheaper,37856,207,54,656,148,40,5,25,25,0,7,0,0,0,3393.699,1.664,3392.771,7.28,a1d56ee4
glyph16_U003E,glyph16,cap20000-app800000,20000,800000,309,-,quiesced,17,58222,5726,545,tree_cheaper,17496,321,143,1712,462,77,8,76,92,0,28,0,0.0000013113021850585938,0,1936.732,2.221,1935.990,2.66,a1d56ee4
glyph16_U003F,glyph16,cap20000-app800000,20000,800000,4159,-,class_cap,2,25855,18861,4698,shared,426760,2311,1570,18544,6694,469,57,1070,1083,1,163,0,0.0000012516975402832031,0,619.310,25.020,614.282,9.75,a1d56ee4
glyph16_U0040,glyph16,cap20000-app800000,20000,800000,7803,-,class_cap,1,15811,19508,7768,shared,800216,4111,2993,32688,13786,820,101,1988,2007,2,381,0,0.0000018477439880371096,0,92.340,31.592,81.066,10.45,a1d56ee4
glyph16_U0041,glyph16,cap20000-app800000,20000,800000,283,-,class_cap,6,83169,13000,1273,tree_cheaper,44116,283,128,1536,403,67,7,59,83,0,23,0,0.000001430511474609375,0,8981.388,1.610,8980.186,5.61,a1d56ee4
glyph16_U0042,glyph16,cap20000-app800000,20000,800000,3965,-,class_cap,2,25611,19002,4790,shared,441536,2121,1466,16176,6337,425,52,1008,1010,0,152,0,0.0000013113021850585938,0,521.973,13.412,518.896,9.74,a1d56ee4
glyph16_U0043,glyph16,cap20000-app800000,20000,800000,3963,-,class_cap,2,25673,19108,4725,shared,464884,2083,1469,16000,6411,415,51,991,993,0,151,0,0.0000019073486328125,0,477.358,22.996,473.907,9.77,a1d56ee4
glyph16_U0044,glyph16,cap20000-app800000,20000,800000,2027,-,class_cap,2,26661,18017,4534,shared,360844,1107,825,8768,3622,227,27,507,517,0,92,0,0.0000026226043701171875,0,246.574,8.123,244.463,9.45,a1d56ee4
glyph16_U0045,glyph16,cap20000-app800000,20000,800000,259,-,class_cap,6,64297,14803,2345,tree_cheaper,72744,283,83,928,226,58,7,43,61,0,14,0,0.00000095367431640625,0,4027.304,1.599,4025.942,7.29,a1d56ee4
glyph16_U0046,glyph16,cap20000-app800000,20000,800000,225,-,class_cap,6,60643,15019,2379,tree_cheaper,67548,245,72,784,196,51,6,36,50,0,12,0,0.0000011920928955078125,0,3490.534,1.337,3489.455,7.31,a1d56ee4
glyph16_U0047,glyph16,cap20000-app800000,20000,800000,4031,-,class_cap,2,26010,18874,4587,shared,423832,2159,1511,16624,6537,438,53,1026,1036,0,156,0,0.0000017881393432617188,0,424.115,12.299,420.980,9.71,a1d56ee4
glyph16_U0048,glyph16,cap20000-app800000,20000,800000,259,-,class_cap,6,60456,14456,2149,tree_cheaper,66596,283,68,752,195,52,7,37,46,0,10,0,0.00000095367431640625,0,3478.691,1.490,3477.542,7.19,a1d56ee4
glyph16_U0049,glyph16,cap20000-app800000,20000,800000,259,-,class_cap,6,60869,14767,2168,tree_cheaper,66960,283,70,768,201,52,7,37,46,0,10,0,0.00000095367431640625,0,3625.546,1.480,3624.641,7.25,a1d56ee4
glyph16_U004A,glyph16,cap20000-app800000,20000,800000,2111,-,class_cap,2,26400,17889,4619,shared,424952,1183,845,8976,3649,243,29,523,542,0,101,0,0.0000016689300537109375,0,140.156,7.641,137.918,9.40,a1d56ee4
glyph16_U004B,glyph16,cap20000-app800000,20000,800000,347,-,class_cap,5,55717,12677,1593,tree_cheaper,67512,359,154,1872,512,83,9,82,105,2,32,0,0.0000016689300537109375,0,3547.052,1.875,3545.913,5.67,a1d56ee4
glyph16_U004C,glyph16,cap20000-app800000,20000,800000,157,-,class_cap,6,52348,12207,1648,tree_cheaper,49124,169,55,656,151,41,4,26,40,0,9,0,0.00000095367431640625,0,3154.302,1.187,3153.489,5.49,a1d56ee4
glyph16_U004D,glyph16,cap20000-app800000,20000,800000,343,-,class_cap,5,53598,12091,1505,tree_cheaper,62796,359,142,1680,473,83,9,82,112,0,27,0,0.00000095367431640625,0,2960.280,5.106,2958.716,5.56,a1d56ee4
glyph16_U004E,glyph16,cap20000-app800000,20000,800000,267,-,class_cap,6,67234,14580,2358,tree_cheaper,74552,283,91,1056,280,63,7,48,75,0,15,0,0.000001430511474609375,0,4934.940,1.543,4934.011,7.26,a1d56ee4
glyph16_U004F,glyph16,cap20000-app800000,20000,800000,3863,-,class_cap,2,25323,19163,4892,shared,447548,2007,1378,14688,6057,400,49,976,976,0,146,0,0.000002205371856689453,0,552.684,12.146,549.890,9.76,a1d56ee4
glyph16_U0050,glyph16,cap20000-app800000,20000,800000,2061,-,class_cap,2,26760,17961,4494,shared,399608,1145,785,8592,3407,231,28,511,519,0,94,0,0.0000016689300537109375,0,243.832,7.793,242.054,9.46,a1d56ee4
glyph16_U0051,glyph16,cap20000-app800000,20000,800000,4461,-,class_cap,2,25189,19369,4479,shared,420220,2365,1624,17600,7150,477,58,1135,1147,0,173,0,0.0000020265579223632813,0,1128.177,15.248,1124.807,9.83,a1d56ee4
glyph16_U0052,glyph16,cap20000-app800000,20000,800000,3105,-,class_cap,2,26078,18507,5080,shared,468320,1709,1128,12448,4882,348,42,789,797,0,122,0,0.0000008940696716308594,0,298.387,10.777,295.841,9.59,a1d56ee4
glyph16_U0053,glyph16,cap20000-app800000,20000,800000,5943,-,class_cap,2,21798,19715,5920,shared,601608,3135,2227,24896,9669,632,77,1517,1528,0,229,0,0.0000016093254089355469,0,584.964,18.547,580.181,10.21,a1d56ee4
glyph16_U0054,glyph16,cap20000-app800000,20000,800000,191,-,class_cap,6,55553,12720,1656,tree_cheaper,53732,207,62,704,178,47,5,32,50,0,9,0,0.000001430511474609375,0,3582.417,1.249,3581.689,5.59,a1d56ee4
glyph16_U0055,glyph16,cap20000-app800000,20000,800000,4031,-,class_cap,2,24575,19157,5082,shared,516940,2159,1443,16576,6291,435,53,1023,1033,1,154,0,0.00000196695327758789,0,201.410,12.407,198.040,9.76,a1d56ee4
glyph16_U0056,glyph16,cap20000-app800000,20000,800000,207,-,class_cap,6,69839,11883,1294,tree_cheaper,39184,207,93,1152,290,51,5,43,58,0,17,0,0.000003337860107421875,0,5574.593,1.168,5573.732,5.37,a1d56ee4
glyph16_U0057,glyph16,cap20000-app800000,20000,800000,359,-,class_cap,5,60183,14607,2562,tree_cheaper,88776,359,175,2160,592,89,9,104,128,0,32,0,0.000002384185791015625,0,4234.522,1.777,4233.642,7.25,a1d56ee4
glyph16_U0058,glyph16,cap20000-app800000,20000,800000,359,-,class_cap,5,61261,12578,1540,tree_cheaper,72028,359,184,2256,638,89,9,102,126,0,38,0,0.00000286102294921875,0,4092.858,1.817,4092.015,5.61,a1d56ee4
glyph16_U0059,glyph16,cap20000-app800000,20000,800000,275,-,class_cap,6,76693,13296,1823,tree_cheaper,69332,283,121,1488,405,69,7,68,89,0,24,0,0.000003337860107421875,0,8395.712,1.481,8394.895,5.73,a1d56ee4
glyph16_U005A,glyph16,cap20000-app800000,20000,800000,267,-,class_cap,6,72239,14904,2226,tree_cheaper,73724,283,110,1264,337,68,7,60,84,1,21,0,0.000001430511474609375,0,7214.311,1.423,7213.302,7.27,a1d56ee4
glyph16_U005B,glyph16,cap20000-app800000,20000,800000,191,-,quiesced,7,16687,1526,152,tree_cheaper,2372,207,64,752,170,44,5,29,39,0,10,0,0.000000476837158203125,0,99.063,1.074,98.627,0.71,a1d56ee4
glyph16_U005C,glyph16,cap20000-app800000,20000,800000,131,-,class_cap,7,72321,15356,1699,tree_cheaper,44776,131,65,864,192,35,3,28,34,0,11,0,0.000000476837158203125,0,2748.528,2.508,2746.423,7.28,a1d56ee4
glyph16_U005D,glyph16,cap20000-app800000,20000,800000,191,-,quiesced,7,16993,1557,153,tree_cheaper,2360,207,65,752,175,45,5,30,39,0,10,0,0.000000476837158203125,0,146.998,1.166,146.289,0.72,a1d56ee4
glyph16_U005E,glyph16,cap20000-app800000,20000,800000,207,-,class_cap,5,50010,15022,3117,tree_cheaper,57364,207,107,1328,349,53,5,52,64,0,20,0,0.000000476837158203125,0,1116.149,1.245,1115.301,7.34,a1d56ee4
glyph16_U005F,glyph16,cap20000-app800000,20000,800000,123,-,class_cap,8,86033,10054,955,tree_cheaper,25396,131,44,576,115,31,3,18,28,0,5,0,0.00000286102294921875,0,5243.889,0.878,5243.228,5.01,a1d56ee4
glyph16_U0060,glyph16,cap20000-app800000,20000,800000,131,-,class_cap,5,38445,12205,1912,tree_cheaper,59876,131,69,912,200,35,3,28,34,0,11,0,0.0000007152557373046875,0,953.905,0.865,953.169,5.61,a1d56ee4
glyph16_U0061,glyph16,cap20000-app800000,20000,800000,5517,-,class_cap,2,23144,19635,5327,shared,527052,2929,2023,22128,8776,583,72,1387,1398,0,208,0,0.0000018030405044555664,0,738.509,19.785,734.175,10.04,a1d56ee4
glyph16_U0062,glyph16,cap20000-app800000,20000,800000,3981,-,class_cap,2,26145,18892,4576,shared,426784,2121,1477,16048,6452,425,52,1008,1010,0,153,0,0.0000023245811462402344,0,506.274,13.646,502.984,9.72,a1d56ee4
glyph16_U0063,glyph16,cap20000-app800000,20000,800000,3963,-,class_cap,2,26104,18864,4574,shared,437292,2083,1468,15904,6412,415,51,991,993,0,151,0,0.0000023245811462402344,0,409.635,15.616,406.544,9.72,a1d56ee4
glyph16_U0064,glyph16,cap20000-app800000,20000,800000,3981,-,class_cap,2,26223,18874,4562,shared,440184,2121,1464,15824,6393,426,52,1002,1011,0,153,0,0.000002384185791015625,0,494.488,15.071,490.848,9.71,a1d56ee4
glyph16_U0065,glyph16,cap20000-app800000,20000,800000,4035,-,class_cap,2,26118,18830,4523,shared,432172,2159,1516,16608,6550,438,53,1022,1037,0,157,0,0.0000014901161193847656,0,436.892,13.253,433.933,9.70,a1d56ee4
glyph16_U0066,glyph16,cap20000-app800000,20000,800000,1245,-,class_cap,3,40334,17965,2809,shared,98032,809,526,4992,2158,146,20,207,268,1,49,0,0.0000007152557373046875,0,714.508,5.279,712.845,9.16,a1d56ee4
glyph16_U0067,glyph16,cap20000-app800000,20000,800000,5969,-,class_cap,2,22553,19546,5670,shared,572320,3173,2166,23728,9485,631,78,1509,1520,0,226,0,0.0000034384429454803467,0,493.411,18.587,488.797,10.16,a1d56ee4
glyph16_U0068,glyph16,cap20000-app800000,20000,800000,2145,-,class_cap,2,26861,17970,4588,shared,414848,1221,807,8752,3471,245,30,525,541,0,97,0,0.000001430511474609375,0,230.357,7.907,228.500,9.42,a1d56ee4
glyph16_U0069,glyph16,cap20000-app800000,20000,800000,293,-,class_cap,6,66171,15026,2410,tree_cheaper,86068,321,84,960,237,61,8,46,60,0,13,0,0.000000476837158203125,0,4539.999,1.561,4539.105,7.33,a1d56ee4
glyph16_U006A,glyph16,cap20000-app800000,20000,800000,1211,-,class_cap,3,38413,17936,3042,shared,152252,771,488,4848,1956,145,19,206,272,1,49,0,0.000003337860107421875,0,572.815,4.815,571.330,9.17,a1d56ee4
glyph16_U006B,glyph16,cap20000-app800000,20000,800000,347,-,class_cap,5,55954,12726,1601,tree_cheaper,68876,359,157,1920,516,84,9,83,106,2,33,0,0.0000016689300537109375,0,3676.632,1.790,3675.653,5.68,a1d56ee4
glyph16_U006C,glyph16,cap20000-app800000,20000,800000,1143,-,class_cap,3,39043,18272,2996,shared,100096,695,526,4976,2172,139,17,200,274,1,48,0,0.0000014901161193847656,0,533.627,4.807,532.283,9.20,a1d56ee4
glyph16_U006D,glyph16,cap20000-app800000,20000,800000,4133,-,class_cap,2,25091,19157,4998,shared,473708,2273,1433,16896,6203,446,56,1016,1028,19,147,0,0.0000014901161193847656,0,516.764,13.005,513.566,9.81,a1d56ee4
glyph16_U006E,glyph16,cap20000-app800000,20000,800000,2145,-,class_cap,2,26858,17964,4601,shared,409944,1221,797,8688,3435,245,30,525,541,0,93,0,0.000002384185791015625,0,234.484,7.238,232.614,9.41,a1d56ee4
glyph16_U006F,glyph16,cap20000-app800000,20000,800000,3863,-,class_cap,2,25459,19026,4847,shared,480336,2007,1339,15264,5947,398,49,974,974,0,143,0,0.0000021457672119140625,0,526.421,11.169,523.595,9.74,a1d56ee4
glyph16_U0070,glyph16,cap20000-app800000,20000,800000,3981,-,class_cap,2,26301,18829,4534,shared,435052,2121,1463,15840,6414,425,52,1008,1010,0,153,0,0.000002264976501464844,0,484.138,11.677,481.058,9.71,a1d56ee4
glyph16_U0071,glyph16,cap20000-app800000,20000,800000,3981,-,class_cap,2,26295,18824,4523,shared,418224,2121,1473,15856,6464,426,52,1002,1011,0,153,0,0.0000021457672119140625,0,493.750,12.117,490.733,9.70,a1d56ee4
glyph16_U0072,glyph16,cap20000-app800000,20000,800000,2127,-,class_cap,2,26557,17944,4647,shared,420772,1183,806,8832,3453,238,29,518,530,0,96,0,0.000001132488250732422,0,197.555,8.703,195.570,9.41,a1d56ee4
glyph16_U0073,glyph16,cap20000-app800000,20000,800000,5739,-,class_cap,2,22198,19727,5661,shared,572576,3051,2145,24352,9278,617,75,1472,1483,0,222,0,0.0000016801059246063232,0,619.805,17.228,615.292,10.14,a1d56ee4
glyph16_U0074,glyph16,cap20000-app800000,20000,800000,1245,-,class_cap,3,40860,17596,2777,shared,180632,809,484,4800,1935,145,20,206,267,0,50,0,0.0000006556510925292969,0,532.544,4.820,530.977,9.10,a1d56ee4
glyph16_U0075,glyph16,cap20000-app800000,20000,800000,2145,-,class_cap,2,26468,17871,4630,shared,450928,1221,815,8784,3506,246,30,526,543,0,100,0,0.0000017881393432617188,0,139.070,7.272,137.092,9.36,a1d56ee4
