name,group,rule_order,node_count,max_classes,down_cost,up_cost,cost_change_frac,down_classes,up_classes,class_change_frac,down_live,up_live,down_apps,up_apps,down_iters,up_iters,down_unions,up_unions,down_stop,up_stop,down_cap,up_cap,up_enqueues,up_edges,down_ms,up_ms
glyph32:U+0079,glyph32,production,3530,5000,6403,6403,0.000000,4915,4929,0.002848,2436,2466,3229,3258,1,1,2429,2463,ClassCap,ClassCap,true,true,9073,8548,14.287,17.059
glyph32:U+007A,glyph32,production,255,5000,393,421,0.071247,3358,3168,-0.056581,459,461,14056,12781,4,4,2879,2652,ClassCap,ClassCap,true,true,41717,3716,103.676,95.209
glyph32:U+007B,glyph32,production,4598,5000,8205,8205,0.000000,4984,4979,-0.001003,2694,2729,2918,2951,1,1,2235,2250,ClassCap,ClassCap,true,true,9387,8088,15.078,17.716
glyph32:U+007C,glyph32,production,119,5000,133,156,0.172932,1043,969,-0.070949,111,111,15325,12851,7,7,924,839,Quiesced,Quiesced,false,false,4547,985,39.605,30.570
glyph32:U+007D,glyph32,production,4598,5000,8215,8215,0.000000,4983,4979,-0.000803,2688,2724,2918,2951,1,1,2240,2255,ClassCap,ClassCap,true,true,9497,8113,15.296,17.620
glyph32:U+007E,glyph32,production,5093,5000,9370,9160,-0.022412,4996,4995,-0.000200,2812,2828,2750,2885,1,1,2127,2167,ClassCap,ClassCap,true,true,9483,7929,15.687,17.985
psychedelic,psychedelic,production,102,5000,766,766,0.000000,4847,4820,-0.005570,946,952,7843,7881,3,3,3890,3845,ClassCap,ClassCap,true,true,34226,5156,22.946,44.207
shader:cosine_palette,shader,production,40,2000,296,296,0.000000,1767,1771,0.002264,474,477,2614,2591,3,3,1291,1293,ClassCap,ClassCap,true,true,8904,2985,6.061,10.541
shader:domain_warp_fbm,shader,production,84,5000,444,440,-0.009009,4577,4538,-0.008521,1245,1227,6976,7023,3,3,3326,3302,ClassCap,ClassCap,true,true,18918,7390,19.223,32.211
shader:gyroid_slice,shader,production,44,2000,938,938,0.000000,779,778,-0.001284,104,104,8652,8633,9,9,675,674,Quiesced,Quiesced,false,false,1288,1482,14.916,15.955
shader:julia_set,shader,production,122,5000,716,692,-0.033520,4533,4504,-0.006398,819,828,14866,14690,5,5,3698,3620,ClassCap,ClassCap,true,true,15024,6492,31.496,42.352
shader:kaleidoscope_fold,shader,production,46,2000,554,554,0.000000,131,131,0.000000,57,57,601,601,5,5,74,74,Quiesced,Quiesced,false,false,82,210,2.058,2.037
shader:mandelbrot_distance,shader,production,152,5000,576,575,-0.001736,3678,3639,-0.010604,415,443,15291,14626,4,4,3252,3158,ClassCap,ClassCap,true,true,13794,2646,30.223,35.868
shader:metaballs,shader,production,62,5000,158,135,-0.145570,2584,3782,0.463622,286,501,10090,15949,4,5,2260,3253,ClassCap,ClassCap,true,true,42952,3553,52.440,143.110
shader:plasma,shader,production,41,2000,363,363,0.000000,1822,1822,0.000000,336,337,3310,3302,4,4,1486,1485,ClassCap,ClassCap,true,true,4589,3033,9.454,12.564
shader:smooth_min_scene,shader,production,43,2000,136,136,0.000000,1219,1180,-0.031993,160,163,2722,2610,3,3,1041,1001,ClassCap,ClassCap,true,true,3789,1312,5.991,8.567
shader:smoothstep_vignette,shader,production,64,5000,161,161,0.000000,283,272,-0.038869,82,79,1596,1546,5,5,201,192,Quiesced,Quiesced,false,false,379,396,4.024,4.002
shader:star_sdf,shader,production,66,5000,169,169,0.000000,3828,3920,0.024033,632,655,7997,7954,4,4,3178,3250,ClassCap,ClassCap,true,true,14028,6600,17.517,30.848
shader:torus_slice,shader,production,42,2000,141,141,0.000000,1291,1324,0.025562,166,181,4697,4537,5,5,1115,1137,ClassCap,ClassCap,true,true,3083,2000,9.276,11.827
synth_d3_s0,synthetic,production,19,2000,163,163,0.000000,37,37,0.000000,17,17,99,99,3,3,20,20,Quiesced,Quiesced,false,false,18,48,0.404,0.382
synth_d3_s1,synthetic,production,30,2000,361,361,0.000000,35,32,-0.085714,18,18,63,37,3,2,16,13,Quiesced,Quiesced,false,false,18,36,0.376,0.237
synth_d3_s2,synthetic,production,14,2000,318,318,0.000000,18,18,0.000000,12,12,19,19,2,2,6,6,Quiesced,Quiesced,false,false,8,16,0.147,0.143
synth_d3_s3,synthetic,production,30,2000,325,325,0.000000,39,39,0.000000,22,22,48,48,2,2,17,17,Quiesced,Quiesced,false,false,20,40,0.297,0.292
synth_d3_s4,synthetic,production,24,2000,188,188,0.000000,64,64,0.000000,31,31,194,194,4,4,33,33,Quiesced,Quiesced,false,false,42,87,0.869,0.856
synth_d3_s5,synthetic,production,18,2000,40,40,0.000000,45,45,0.000000,18,18,124,124,3,3,27,27,Quiesced,Quiesced,false,false,33,68,0.479,0.455
synth_d3_s6,synthetic,production,42,2000,240,240,0.000000,461,457,-0.008677,78,78,4622,4581,8,8,383,379,Quiesced,Quiesced,false,false,708,820,8.854,9.297
synth_d3_s7,synthetic,production,6,500,219,219,0.000000,7,7,0.000000,5,5,6,6,2,2,2,2,Quiesced,Quiesced,false,false,3,6,0.070,0.062
synth_d3_s8,synthetic,production,9,500,98,98,0.000000,12,12,0.000000,8,8,11,11,2,2,4,4,Quiesced,Quiesced,false,false,4,11,0.095,0.090
synth_d3_s9,synthetic,production,14,2000,33,33,0.000000,19,19,0.000000,12,12,20,20,2,2,7,7,Quiesced,Quiesced,false,false,7,20,0.147,0.142
synth_d3_s10,synthetic,production,20,2000,90,90,0.000000,43,43,0.000000,20,20,130,130,4,4,23,23,Quiesced,Quiesced,false,false,31,43,0.611,0.575
synth_d3_s11,synthetic,production,16,2000,232,232,0.000000,67,67,0.000000,22,22,346,346,5,5,45,45,Quiesced,Quiesced,false,false,37,111,0.987,0.961
synth_d3_s12,synthetic,production,13,2000,149,149,0.000000,17,17,0.000000,10,10,21,21,2,2,7,7,Quiesced,Quiesced,false,false,9,18,0.152,0.141
synth_d3_s13,synthetic,production,16,2000,280,280,0.000000,21,21,0.000000,12,12,44,44,3,3,9,9,Quiesced,Quiesced,false,false,13,21,0.261,0.252
synth_d3_s14,synthetic,production,26,2000,235,235,0.000000,38,36,-0.052632,19,19,119,111,4,4,19,17,Quiesced,Quiesced,false,false,21,35,0.556,0.508
synth_d3_s15,synthetic,production,13,2000,208,208,0.000000,17,17,0.000000,10,10,20,20,2,2,7,7,Quiesced,Quiesced,false,false,9,16,0.143,0.142
synth_d3_s16,synthetic,production,21,2000,153,153,0.000000,49,49,0.000000,19,19,139,139,3,3,30,30,Quiesced,Quiesced,false,false,34,60,0.476,0.456
synth_d3_s17,synthetic,production,37,2000,400,400,0.000000,44,44,0.000000,26,26,51,51,2,2,18,18,Quiesced,Quiesced,false,false,23,50,0.337,0.325
synth_d3_s18,synthetic,production,16,2000,343,343,0.000000,19,19,0.000000,12,12,20,20,2,2,7,7,Quiesced,Quiesced,false,false,9,18,0.157,0.154
synth_d3_s19,synthetic,production,26,2000,614,486,-0.208469,32,31,-0.031250,18,17,61,56,3,3,14,11,Quiesced,Quiesced,false,false,19,31,0.377,0.330
synth_d3_s20,synthetic,production,9,500,176,176,0.000000,14,14,0.000000,9,9,11,11,2,2,5,5,Quiesced,Quiesced,false,false,5,14,0.110,0.104
synth_d3_s21,synthetic,production,17,2000,302,302,0.000000,23,23,0.000000,16,16,21,21,2,2,7,7,Quiesced,Quiesced,false,false,7,28,0.185,0.181
synth_d3_s22,synthetic,production,8,500,81,81,0.000000,10,10,0.000000,6,6,11,11,2,2,4,4,Quiesced,Quiesced,false,false,4,9,0.080,0.077
synth_d3_s23,synthetic,production,35,2000,132,132,0.000000,1704,1707,0.001761,333,335,2948,2950,3,3,1368,1367,ClassCap,ClassCap,true,true,5207,2983,7.209,11.265
synth_d3_s24,synthetic,production,17,2000,126,126,0.000000,34,34,0.000000,17,17,95,95,4,4,17,17,Quiesced,Quiesced,false,false,20,32,0.448,0.455
synth_d3_s25,synthetic,production,7,500,237,237,0.000000,8,8,0.000000,5,5,8,8,2,2,3,3,Quiesced,Quiesced,false,false,4,6,0.074,0.074
synth_d3_s26,synthetic,production,10,500,83,83,0.000000,13,13,0.000000,7,7,17,17,2,2,6,6,Quiesced,Quiesced,false,false,7,10,0.100,0.096
synth_d3_s27,synthetic,production,35,2000,455,455,0.000000,65,65,0.000000,29,29,175,175,3,3,36,36,Quiesced,Quiesced,false,false,45,86,0.660,0.695
synth_d3_s28,synthetic,production,29,2000,280,280,0.000000,93,93,0.000000,29,29,423,423,4,4,64,64,Quiesced,Quiesced,false,false,93,125,1.153,1.168
synth_d3_s29,synthetic,production,26,2000,360,360,0.000000,60,54,-0.100000,23,23,202,190,4,4,36,31,Quiesced,Quiesced,false,false,35,68,0.780,0.755
synth_d3_s30,synthetic,production,12,2000,104,104,0.000000,16,16,0.000000,11,11,14,14,2,2,5,5,Quiesced,Quiesced,false,false,7,16,0.136,0.129
synth_d3_s31,synthetic,production,30,2000,122,122,0.000000,47,44,-0.063830,19,19,263,246,7,7,28,25,Quiesced,Quiesced,false,false,34,33,1.040,0.915
synth_d3_s32,synthetic,production,39,2000,324,324,0.000000,73,71,-0.027397,33,33,250,242,4,4,40,38,Quiesced,Quiesced,false,false,48,76,0.885,0.913
synth_d3_s33,synthetic,production,21,2000,33,33,0.000000,88,87,-0.011364,27,27,441,438,5,5,61,60,Quiesced,Quiesced,false,false,60,131,1.168,1.170
synth_d3_s34,synthetic,production,9,500,25,25,0.000000,12,12,0.000000,8,8,11,11,2,2,4,4,Quiesced,Quiesced,false,false,6,12,0.095,0.094
synth_d3_s35,synthetic,production,35,2000,430,430,0.000000,47,45,-0.042553,26,26,125,117,4,4,21,19,Quiesced,Quiesced,false,false,21,49,0.738,0.646
synth_d3_s36,synthetic,production,28,2000,446,446,0.000000,37,37,0.000000,20,20,80,80,3,3,17,17,Quiesced,Quiesced,false,false,24,34,0.407,0.395
synth_d3_s37,synthetic,production,12,2000,172,172,0.000000,14,14,0.000000,9,9,13,13,2,2,5,5,Quiesced,Quiesced,false,false,6,12,0.119,0.110
synth_d3_s38,synthetic,production,14,2000,99,99,0.000000,17,17,0.000000,10,10,18,18,2,2,7,7,Quiesced,Quiesced,false,false,10,15,0.135,0.129
synth_d3_s39,synthetic,production,15,2000,43,43,0.000000,23,23,0.000000,13,13,24,24,2,2,10,10,Quiesced,Quiesced,false,false,11,22,0.163,0.161
synth_d5_s0,synthetic,production,22,2000,603,603,0.000000,34,34,0.000000,21,21,76,76,4,4,13,13,Quiesced,Quiesced,false,false,14,35,0.500,0.515
synth_d5_s1,synthetic,production,58,5000,441,441,0.000000,705,687,-0.025532,105,105,5822,5681,7,7,600,581,Quiesced,Quiesced,false,false,1166,1216,10.945,11.483
synth_d5_s2,synthetic,production,50,2000,532,532,0.000000,96,96,0.000000,42,42,380,380,4,4,54,54,Quiesced,Quiesced,false,false,75,128,1.328,1.327
synth_d5_s3,synthetic,production,84,5000,959,959,0.000000,1123,1098,-0.022262,177,177,11408,11068,8,8,945,919,Quiesced,Quiesced,false,false,1929,1831,20.366,23.141
synth_d5_s4,synthetic,production,63,5000,388,388,0.000000,314,311,-0.009554,74,74,2100,2044,6,6,240,235,Quiesced,Quiesced,false,false,365,484,5.139,5.043
synth_d5_s5,synthetic,production,6,500,242,242,0.000000,7,7,0.000000,6,6,3,3,2,2,1,1,Quiesced,Quiesced,false,false,0,7,0.063,0.062
synth_d5_s6,synthetic,production,55,5000,394,394,0.000000,85,83,-0.023529,40,40,268,260,4,4,45,42,Quiesced,Quiesced,false,false,56,105,1.142,1.112
synth_d5_s7,synthetic,production,51,5000,906,906,0.000000,356,351,-0.014045,74,74,3431,3378,8,8,282,277,Quiesced,Quiesced,false,false,505,601,7.477,7.660
synth_d5_s8,synthetic,production,71,5000,652,652,0.000000,293,293,0.000000,81,81,2415,2415,7,7,212,212,Quiesced,Quiesced,false,false,282,483,5.541,5.846
synth_d5_s9,synthetic,production,52,5000,631,631,0.000000,62,59,-0.048387,32,32,122,73,3,2,30,27,Quiesced,Quiesced,false,false,40,61,0.672,0.416
synth_d5_s10,synthetic,production,40,2000,336,336,0.000000,170,170,0.000000,46,46,934,934,5,5,124,124,Quiesced,Quiesced,false,false,212,268,2.363,2.441
synth_d5_s11,synthetic,production,81,5000,851,851,0.000000,3656,3621,-0.009573,363,363,16867,16682,6,6,3289,3253,ClassCap,ClassCap,true,true,10533,6017,31.268,40.977
synth_d5_s12,synthetic,production,50,2000,820,820,0.000000,259,256,-0.011583,78,78,1449,1425,6,6,181,178,Quiesced,Quiesced,false,false,313,403,4.188,4.268
synth_d5_s13,synthetic,production,21,2000,133,133,0.000000,28,28,0.000000,9,9,94,64,3,3,19,15,Quiesced,Quiesced,false,false,28,18,0.300,0.296
synth_d5_s14,synthetic,production,34,2000,442,442,0.000000,42,42,0.000000,25,25,49,49,2,2,17,17,Quiesced,Quiesced,false,false,23,45,0.336,0.332
synth_d5_s15,synthetic,production,114,5000,1740,1740,0.000000,250,249,-0.004000,99,99,1160,1148,5,5,151,149,Quiesced,Quiesced,false,false,222,377,3.862,3.853
synth_d5_s16,synthetic,production,25,2000,391,391,0.000000,33,33,0.000000,19,19,37,37,2,2,14,14,Quiesced,Quiesced,false,false,16,31,0.256,0.255
synth_d5_s17,synthetic,production,43,2000,443,443,0.000000,60,59,-0.016667,32,32,160,158,4,4,28,27,Quiesced,Quiesced,false,false,34,56,0.824,0.852
synth_d5_s18,synthetic,production,49,2000,386,386,0.000000,66,66,0.000000,40,40,71,71,2,2,26,26,Quiesced,Quiesced,false,false,31,77,0.488,0.464
synth_d5_s19,synthetic,production,22,2000,211,211,0.000000,39,39,0.000000,20,20,92,92,3,3,19,19,Quiesced,Quiesced,false,false,19,44,0.428,0.412
synth_d5_s20,synthetic,production,48,2000,394,394,0.000000,133,131,-0.015038,50,50,598,590,5,5,83,81,Quiesced,Quiesced,false,false,97,194,1.968,1.974
synth_d5_s21,synthetic,production,42,2000,679,679,0.000000,50,50,0.000000,31,31,51,51,2,2,19,19,Quiesced,Quiesced,false,false,25,58,0.379,0.375
synth_d5_s22,synthetic,production,56,5000,915,915,0.000000,123,117,-0.048780,47,47,573,541,5,5,75,69,Quiesced,Quiesced,false,false,91,154,1.873,1.804
synth_d5_s23,synthetic,production,63,5000,759,759,0.000000,82,82,0.000000,44,44,169,166,3,3,38,37,Quiesced,Quiesced,false,false,52,96,0.876,0.968
synth_d5_s24,synthetic,production,49,2000,823,823,0.000000,218,218,0.000000,61,61,1775,1775,7,7,157,157,Quiesced,Quiesced,false,false,230,344,4.013,4.128
synth_d5_s25,synthetic,production,22,2000,237,237,0.000000,30,30,0.000000,17,17,36,36,2,2,13,13,Quiesced,Quiesced,false,false,18,29,0.239,0.223
synth_d5_s26,synthetic,production,44,2000,793,793,0.000000,93,92,-0.010753,40,40,348,348,5,5,53,52,Quiesced,Quiesced,false,false,60,123,1.472,1.459
synth_d5_s27,synthetic,production,27,2000,356,356,0.000000,48,47,-0.020833,23,23,163,160,5,5,25,24,Quiesced,Quiesced,false,false,32,47,0.831,0.807
synth_d5_s28,synthetic,production,61,5000,679,679,0.000000,93,93,0.000000,48,48,203,203,3,3,45,45,Quiesced,Quiesced,false,false,58,112,0.988,0.970
synth_d5_s29,synthetic,production,69,5000,1140,1140,0.000000,115,109,-0.052174,59,59,400,375,5,5,56,50,Quiesced,Quiesced,false,false,68,127,2.008,1.926
synth_d5_s30,synthetic,production,34,2000,471,471,0.000000,51,51,0.000000,27,27,117,117,3,3,24,24,Quiesced,Quiesced,false,false,27,55,0.550,0.536
synth_d5_s31,synthetic,production,56,5000,588,588,0.000000,171,171,0.000000,59,59,916,916,5,5,112,112,Quiesced,Quiesced,false,false,139,280,2.540,2.592
synth_d5_s32,synthetic,production,109,5000,1153,1153,0.000000,307,302,-0.016287,97,97,2311,2268,7,7,210,204,Quiesced,Quiesced,false,false,319,473,6.312,6.198
synth_d5_s33,synthetic,production,42,2000,420,420,0.000000,69,69,0.000000,36,36,152,152,3,3,33,33,Quiesced,Quiesced,false,false,45,89,0.740,0.764
synth_d5_s34,synthetic,production,64,5000,685,685,0.000000,183,177,-0.032787,67,67,765,741,5,5,116,110,Quiesced,Quiesced,false,false,182,250,2.705,2.651
synth_d5_s35,synthetic,production,74,5000,889,889,0.000000,172,170,-0.011628,68,68,986,978,6,6,104,102,Quiesced,Quiesced,false,false,125,241,3.219,3.191
synth_d5_s36,synthetic,production,21,2000,445,445,0.000000,26,26,0.000000,16,16,29,29,2,2,10,10,Quiesced,Quiesced,false,false,13,25,0.214,0.223
synth_d5_s37,synthetic,production,74,5000,1147,1147,0.000000,337,334,-0.008902,99,99,2055,2031,6,6,238,235,Quiesced,Quiesced,false,false,397,529,5.525,5.563
synth_d5_s38,synthetic,production,38,2000,824,824,0.000000,43,43,0.000000,29,29,38,38,2,2,14,14,Quiesced,Quiesced,false,false,18,46,0.346,0.328
synth_d5_s39,synthetic,production,28,2000,591,591,0.000000,34,34,0.000000,21,21,35,35,2,2,13,13,Quiesced,Quiesced,false,false,17,31,0.271,0.257
synth_d7_s0,synthetic,production,53,5000,724,724,0.000000,119,119,0.000000,51,51,518,518,5,5,68,68,Quiesced,Quiesced,false,false,82,163,1.833,1.830
synth_d7_s1,synthetic,production,166,5000,2583,2514,-0.026713,300,294,-0.020000,140,139,1320,1284,5,5,160,154,Quiesced,Quiesced,false,false,193,377,4.803,4.716
synth_d7_s2,synthetic,production,6,500,94,94,0.000000,8,8,0.000000,6,6,5,5,2,2,2,2,Quiesced,Quiesced,false,false,2,7,0.075,0.070
synth_d7_s3,synthetic,production,186,5000,2198,2198,0.000000,603,599,-0.006633,186,186,3740,3681,6,6,417,411,Quiesced,Quiesced,false,false,652,896,10.311,10.545
synth_d7_s4,synthetic,production,98,5000,1419,1419,0.000000,498,497,-0.002008,111,111,4539,4518,8,8,387,385,Quiesced,Quiesced,false,false,821,853,9.916,10.190
synth_d7_s5,synthetic,production,54,5000,652,652,0.000000,370,348,-0.059459,66,66,3013,3242,7,8,302,279,Quiesced,Quiesced,false,false,455,552,6.092,7.006
synth_d7_s6,synthetic,production,95,5000,1454,1454,0.000000,341,338,-0.008798,99,99,2142,2086,6,6,242,237,Quiesced,Quiesced,false,false,351,499,5.677,5.828
synth_d7_s7,synthetic,production,85,5000,802,802,0.000000,777,775,-0.002574,138,138,8082,8054,9,9,639,637,Quiesced,Quiesced,false,false,1240,1317,15.701,16.553
synth_d7_s8,synthetic,production,122,5000,1387,1387,0.000000,3453,3447,-0.001738,422,420,11753,11609,5,5,3025,3018,ClassCap,ClassCap,true,true,8450,6076,24.505,33.010
synth_d7_s9,synthetic,production,14,2000,147,147,0.000000,18,18,0.000000,10,10,21,21,2,2,8,8,Quiesced,Quiesced,false,false,10,15,0.148,0.135
synth_d7_s10,synthetic,production,58,5000,413,413,0.000000,100,98,-0.020000,43,43,368,360,4,4,57,55,Quiesced,Quiesced,false,false,83,104,1.372,1.249
synth_d7_s11,synthetic,production,73,5000,970,970,0.000000,3532,3357,-0.049547,483,478,10613,10521,5,5,3037,2874,ClassCap,ClassCap,true,true,9821,5819,22.331,30.622
synth_d7_s12,synthetic,production,93,5000,1112,1112,0.000000,2462,2517,0.022340,340,354,10001,9938,5,5,2111,2160,ClassCap,ClassCap,true,true,11716,3436,17.543,26.837
synth_d7_s13,synthetic,production,217,5000,2386,2386,0.000000,4324,4328,0.000925,878,873,11144,10805,4,4,3432,3411,ClassCap,ClassCap,true,true,38319,5767,62.508,78.956
synth_d7_s14,synthetic,production,72,5000,680,680,0.000000,3812,3784,-0.007345,414,419,12408,12279,5,5,3392,3351,ClassCap,ClassCap,true,true,11241,6168,25.999,36.699
synth_d7_s15,synthetic,production,56,5000,709,709,0.000000,74,74,0.000000,45,45,78,78,2,2,29,29,Quiesced,Quiesced,false,false,32,83,0.570,0.552
synth_d7_s16,synthetic,production,36,2000,249,249,0.000000,57,57,0.000000,26,26,144,144,3,3,31,31,Quiesced,Quiesced,false,false,43,82,0.628,0.605
synth_d7_s17,synthetic,production,137,5000,1803,1803,0.000000,2229,2214,-0.006729,319,319,61015,60321,20,20,1910,1891,ClassCap,ClassCap,true,true,3929,3688,98.124,99.271
synth_d7_s18,synthetic,production,203,5000,2943,2809,-0.045532,2839,2829,-0.003522,436,435,51016,50709,14,14,2403,2390,Quiesced,Quiesced,false,false,6551,4841,86.007,89.354
synth_d7_s19,synthetic,production,105,5000,1931,1931,0.000000,2881,2871,-0.003471,327,327,20751,20600,9,9,2554,2544,ClassCap,ClassCap,true,true,7042,5171,38.857,46.039
synth_d7_s20,synthetic,production,106,5000,1440,1440,0.000000,371,364,-0.018868,103,103,2383,2295,6,6,268,259,Quiesced,Quiesced,false,false,384,539,6.247,6.299
synth_d7_s21,synthetic,production,81,5000,612,612,0.000000,140,137,-0.021429,59,59,675,661,5,5,81,78,Quiesced,Quiesced,false,false,113,153,2.361,2.294
synth_d7_s22,synthetic,production,45,2000,608,608,0.000000,270,265,-0.018519,55,55,1880,1814,6,6,214,207,Quiesced,Quiesced,false,false,317,424,4.151,4.276
synth_d7_s23,synthetic,production,122,5000,2351,2351,0.000000,3584,3530,-0.015067,492,490,10228,10113,5,5,3088,3040,ClassCap,ClassCap,true,true,9131,6345,21.811,31.339
synth_d7_s24,synthetic,production,62,5000,674,674,0.000000,85,85,0.000000,48,48,212,212,4,4,37,37,Quiesced,Quiesced,false,false,46,93,1.221,1.180
synth_d7_s25,synthetic,production,14,2000,123,123,0.000000,21,21,0.000000,14,14,17,17,2,2,7,7,Quiesced,Quiesced,false,false,6,20,0.161,0.157
synth_d7_s26,synthetic,production,123,5000,1786,1786,0.000000,4650,4653,0.000645,994,994,9732,9687,5,5,3656,3657,ClassCap,ClassCap,true,true,19626,7909,28.034,41.075
synth_d7_s27,synthetic,production,55,5000,762,762,0.000000,83,81,-0.024096,42,42,251,243,4,4,41,39,Quiesced,Quiesced,false,false,56,88,1.235,1.183
synth_d7_s28,synthetic,production,146,5000,2311,2311,0.000000,3228,3577,0.108116,410,416,8177,12412,5,6,2771,3135,ClassCap,ClassCap,true,true,9060,6048,18.086,39.734
synth_d7_s29,synthetic,production,99,5000,1438,1438,0.000000,468,462,-0.012821,113,113,3736,3683,7,7,355,349,Quiesced,Quiesced,false,false,720,759,8.620,8.892
synth_d7_s30,synthetic,production,83,5000,1351,1351,0.000000,157,155,-0.012739,70,70,483,475,4,4,87,85,Quiesced,Quiesced,false,false,98,218,2.028,2.017
synth_d7_s31,synthetic,production,135,5000,1582,1582,0.000000,4189,4277,0.021007,740,757,7598,7602,4,4,3420,3512,ClassCap,ClassCap,true,true,14224,7396,18.472,31.750
synth_d7_s32,synthetic,production,144,5000,2026,2026,0.000000,385,377,-0.020779,136,136,1881,1848,5,5,249,240,Quiesced,Quiesced,false,false,401,580,5.707,5.678
synth_d7_s33,synthetic,production,46,2000,512,512,0.000000,68,68,0.000000,40,40,123,123,3,3,28,28,Quiesced,Quiesced,false,false,35,79,0.744,0.779
synth_d7_s34,synthetic,production,37,2000,503,503,0.000000,59,59,0.000000,34,34,103,103,3,3,25,25,Quiesced,Quiesced,false,false,37,66,0.668,0.626
synth_d7_s35,synthetic,production,139,5000,1832,1832,0.000000,1187,1180,-0.005897,186,186,14009,13880,9,9,1001,992,Quiesced,Quiesced,false,false,1876,1931,25.458,26.627
synth_d7_s36,synthetic,production,72,5000,729,729,0.000000,234,233,-0.004274,75,75,2058,2058,8,8,159,158,Quiesced,Quiesced,false,false,207,331,5.225,5.250
synth_d7_s37,synthetic,production,143,5000,2441,2441,0.000000,188,188,0.000000,108,108,372,372,3,3,80,80,Quiesced,Quiesced,false,false,112,222,2.012,2.016
synth_d7_s38,synthetic,production,132,5000,1410,1395,-0.010638,658,631,-0.041033,137,136,5108,5656,7,8,519,490,Quiesced,Quiesced,false,false,956,1022,10.885,13.498
synth_d7_s39,synthetic,production,43,2000,659,659,0.000000,266,262,-0.015038,55,55,2258,2188,7,7,211,205,Quiesced,Quiesced,false,false,314,425,4.915,5.026
synth_d9_s0,synthetic,production,318,5000,4257,4257,0.000000,3541,3511,-0.008472,867,867,10119,9935,5,5,2669,2640,ClassCap,ClassCap,true,true,8073,6121,24.548,29.207
synth_d9_s1,synthetic,production,83,5000,1235,1235,0.000000,137,136,-0.007299,67,67,546,532,5,5,70,67,Quiesced,Quiesced,false,false,94,182,2.291,2.174
synth_d9_s2,synthetic,production,84,5000,1055,1055,0.000000,121,121,0.000000,69,69,322,322,4,4,52,52,Quiesced,Quiesced,false,false,61,156,1.692,1.686
synth_d9_s3,synthetic,production,300,5000,4198,4198,0.000000,1689,1674,-0.008881,361,361,18945,18643,9,9,1328,1308,Quiesced,Quiesced,false,false,2492,2755,39.161,40.046
synth_d9_s4,synthetic,production,47,2000,668,668,0.000000,68,68,0.000000,35,35,153,153,3,3,33,33,Quiesced,Quiesced,false,false,40,83,0.780,0.716
synth_d9_s5,synthetic,production,213,5000,3551,3551,0.000000,345,342,-0.008696,169,169,1051,1028,4,4,176,171,Quiesced,Quiesced,false,false,236,463,4.596,4.555
synth_d9_s6,synthetic,production,156,5000,2039,2039,0.000000,239,239,0.000000,121,121,765,765,4,4,118,118,Quiesced,Quiesced,false,false,161,319,3.288,3.265
synth_d9_s7,synthetic,production,24,2000,459,459,0.000000,30,30,0.000000,19,19,31,31,2,2,11,11,Quiesced,Quiesced,false,false,14,31,0.235,0.245
synth_d9_s8,synthetic,production,188,5000,1946,1946,0.000000,4320,4324,0.000926,1088,1092,7464,7412,4,4,3232,3227,ClassCap,ClassCap,true,true,23980,6930,20.717,42.502
synth_d9_s9,synthetic,production,41,2000,253,253,0.000000,66,66,0.000000,38,38,129,129,3,3,28,28,Quiesced,Quiesced,false,false,37,77,0.778,0.774
synth_d9_s10,synthetic,production,184,5000,2381,2381,0.000000,842,836,-0.007126,202,202,8234,8080,8,8,640,629,Quiesced,Quiesced,false,false,939,1379,18.523,18.791
synth_d9_s11,synthetic,production,38,2000,317,317,0.000000,50,50,0.000000,28,28,57,57,2,2,22,22,Quiesced,Quiesced,false,false,33,54,0.376,0.401
synth_d9_s12,synthetic,production,104,5000,1577,1577,0.000000,171,164,-0.040936,91,90,432,412,4,4,80,72,Quiesced,Quiesced,false,false,100,208,2.347,2.248
synth_d9_s13,synthetic,production,297,5000,4618,4618,0.000000,3543,3518,-0.007056,723,731,8011,7886,4,4,2813,2782,ClassCap,ClassCap,true,true,10814,5136,18.853,26.074
synth_d9_s14,synthetic,production,69,5000,1053,1053,0.000000,99,96,-0.030303,50,50,298,290,4,4,49,46,Quiesced,Quiesced,false,false,62,105,1.419,1.352
synth_d9_s15,synthetic,production,151,5000,1954,1954,0.000000,304,285,-0.062500,135,130,1256,1200,5,5,169,154,Quiesced,Quiesced,false,false,251,392,4.794,4.665
synth_d9_s16,synthetic,production,111,5000,1304,1304,0.000000,224,221,-0.013393,103,103,848,822,5,5,121,117,Quiesced,Quiesced,false,false,153,272,3.689,3.578
synth_d9_s17,synthetic,production,15,2000,162,162,0.000000,20,20,0.000000,9,9,57,57,3,3,11,11,Quiesced,Quiesced,false,false,15,17,0.237,0.220
synth_d9_s18,synthetic,production,15,2000,282,282,0.000000,18,18,0.000000,10,10,21,21,2,2,8,8,Quiesced,Quiesced,false,false,11,14,0.144,0.138
