kernel,family,class_cap,inserted_classes,classes_at_stop,live_classes,applications,stop,objective,dag_cost,tree_cost,extraction_objective,canonical_objective,canonical_dag_cost,tied_classes,seconds
glyph16_U006A,glyph16,20000,568,17936,444,38413,ClassCap,109025,1790,364220,Shared,109025,1790,167,0.591
glyph16_U006A,glyph16,5000,568,4718,455,6745,ClassCap,128835,1860,268848,Shared,127395,1845,168,0.046
glyph16_U006B,glyph16,10000,194,6313,163,26316,ClassCap,54361,616,65062,TreeCheaper,54361,616,60,0.482
glyph16_U006B,glyph16,20000,194,12726,157,55954,ClassCap,54261,516,64812,TreeCheaper,54261,516,65,3.598
glyph16_U006B,glyph16,5000,194,3764,174,10682,ClassCap,54698,653,65603,TreeCheaper,54698,653,61,0.095
glyph16_U006C,glyph16,10000,538,8892,438,13771,ClassCap,113188,1843,309220,Shared,112228,1858,146,0.079
glyph16_U006C,glyph16,20000,538,18272,421,39043,ClassCap,103153,1738,340609,Shared,103089,1734,157,0.535
glyph16_U006C,glyph16,5000,538,4789,434,6691,ClassCap,120319,1804,247656,Shared,119023,1798,167,0.061
glyph16_U006D,glyph16,10000,1769,9769,1521,7822,ClassCap,390168,6873,1005585,Shared,392889,7029,376,0.028
glyph16_U006D,glyph16,20000,1769,19157,1466,25091,ClassCap,387397,6382,903642,Shared,385941,6366,576,0.520
glyph16_U006D,glyph16,5000,1769,4992,1711,3053,ClassCap,413326,7621,1536875,Shared,416126,7796,776,0.017
glyph16_U006E,glyph16,10000,988,9447,808,13401,ClassCap,208591,3436,468814,Shared,206911,3406,312,0.180
glyph16_U006E,glyph16,20000,988,17964,793,26858,ClassCap,198406,3451,592335,Shared,197782,3487,268,0.235
glyph16_U006E,glyph16,5000,988,4882,869,3872,ClassCap,212311,3841,600833,Shared,213927,3942,238,0.014
glyph16_U006F,glyph16,10000,1647,9763,1421,8095,ClassCap,344868,6543,931126,Shared,346635,6630,333,0.026
glyph16_U006F,glyph16,20000,1647,19026,1373,25459,ClassCap,343380,6135,833652,Shared,339892,5992,557,0.526
glyph16_U006F,glyph16,5000,1647,4994,1610,3231,ClassCap,361731,7281,1484554,Shared,363683,7403,673,0.018
glyph16_U0070,glyph16,10000,1820,9757,1549,7802,ClassCap,369700,7075,960919,Shared,372821,7256,396,0.027
glyph16_U0070,glyph16,20000,1820,18829,1495,26301,ClassCap,365127,6582,869376,Shared,362359,6484,587,0.489
glyph16_U0070,glyph16,5000,1820,4989,1742,3035,ClassCap,391293,7833,1489101,Shared,393485,7970,814,0.017
glyph16_U0071,glyph16,10000,1821,9757,1552,7789,ClassCap,369828,7083,962177,Shared,373120,7270,401,0.027
glyph16_U0071,glyph16,20000,1821,18824,1496,26295,ClassCap,366503,6593,870832,Shared,363879,6504,587,0.497
glyph16_U0071,glyph16,5000,1821,4992,1746,3030,ClassCap,395735,7850,1499323,Shared,397767,7977,815,0.017
glyph16_U0072,glyph16,10000,990,9505,814,13154,ClassCap,201788,3443,468904,Shared,199916,3401,310,0.148
glyph16_U0072,glyph16,20000,990,17944,792,26557,ClassCap,192756,3426,584812,Shared,192004,3454,264,0.196
glyph16_U0072,glyph16,5000,990,4883,875,3860,ClassCap,205430,3860,606781,Shared,206966,3956,236,0.014
glyph16_U0073,glyph16,10000,2629,9931,2587,6674,ClassCap,545487,11547,2560219,Shared,550602,11862,723,0.032
glyph16_U0073,glyph16,20000,2629,19727,2190,22198,ClassCap,531818,9533,1270934,Shared,529578,9468,680,0.607
glyph16_U0073,glyph16,5000,2629,5000,2526,2234,ClassCap,594704,11279,2267367,Shared,594704,11279,1434,0.018
glyph16_U0074,glyph16,10000,572,8777,454,14085,ClassCap,123092,1892,333533,Shared,122132,1907,159,0.088
glyph16_U0074,glyph16,20000,572,17596,435,40860,ClassCap,109553,1778,361537,Shared,109489,1774,165,0.531
glyph16_U0074,glyph16,5000,572,4784,451,6723,ClassCap,130223,1853,272602,Shared,128783,1838,168,0.071
glyph16_U0075,glyph16,10000,990,9410,820,13292,ClassCap,210387,3477,475782,Shared,208467,3432,316,0.093
glyph16_U0075,glyph16,20000,990,17871,812,26468,ClassCap,200554,3514,596287,Shared,199402,3517,277,0.137
glyph16_U0075,glyph16,5000,990,4877,874,3868,ClassCap,213664,3859,604369,Shared,215200,3955,238,0.014
glyph16_U0076,glyph16,10000,121,6721,103,34668,ClassCap,33832,337,37912,TreeCheaper,33832,337,43,1.314
glyph16_U0076,glyph16,20000,121,12250,98,69825,ClassCap,33816,321,37864,TreeCheaper,33816,321,39,5.962
glyph16_U0076,glyph16,5000,121,2821,114,8160,ClassCap,33932,437,38428,TreeCheaper,33932,437,35,0.058
glyph16_U0077,glyph16,10000,201,6195,181,26280,ClassCap,60376,751,65024,TreeCheaper,60376,751,74,0.574
glyph16_U0077,glyph16,20000,201,11140,170,54993,ClassCap,60208,583,64744,TreeCheaper,60208,583,78,3.594
glyph16_U0077,glyph16,5000,201,3688,193,10514,ClassCap,60416,791,65616,TreeCheaper,60416,791,63,0.105
glyph16_U0078,glyph16,10000,201,7311,202,28471,ClassCap,61528,838,67432,TreeCheaper,61528,838,91,0.701
glyph16_U0078,glyph16,20000,201,12694,178,61786,ClassCap,60018,603,66992,TreeCheaper,60018,603,78,4.225
glyph16_U0078,glyph16,5000,201,4081,200,10180,ClassCap,58938,828,69274,TreeCheaper,58938,828,75,0.106
glyph16_U0079,glyph16,10000,814,9370,671,12769,ClassCap,171990,2895,321234,TreeCheaper,169558,2818,265,0.051
glyph16_U0079,glyph16,20000,814,16560,679,24036,ClassCap,148678,2953,570926,Shared,148678,2953,215,0.077
glyph16_U0079,glyph16,5000,814,4808,708,3917,ClassCap,171536,3146,387847,TreeCheaper,171722,3167,153,0.013
glyph16_U007A,glyph16,10000,147,7587,108,35641,ClassCap,40320,330,51252,TreeCheaper,40320,330,42,0.978
glyph16_U007A,glyph16,20000,147,14811,105,71008,ClassCap,40312,322,51228,TreeCheaper,40312,322,40,8.771
glyph16_U007A,glyph16,5000,147,2847,120,9092,ClassCap,40391,401,51578,TreeCheaper,40391,401,40,0.071
glyph16_U007B,glyph16,10000,1885,9732,1607,7718,ClassCap,391990,7180,991163,Shared,394700,7340,414,0.063
glyph16_U007B,glyph16,20000,1885,18852,1555,26101,ClassCap,386483,6713,893774,Shared,383315,6590,611,0.945
glyph16_U007B,glyph16,5000,1885,4994,1809,2970,ClassCap,425580,7980,1469782,Shared,427484,8099,870,0.053
glyph16_U007C,glyph16,10000,70,7269,46,24237,ClassCap,19295,125,24937,TreeCheaper,19295,125,19,1.331
glyph16_U007C,glyph16,20000,70,15492,46,55934,ClassCap,19295,125,24937,TreeCheaper,19295,125,19,2.853
glyph16_U007C,glyph16,5000,70,4327,46,15936,ClassCap,19295,125,24937,TreeCheaper,19295,125,19,0.639
glyph16_U007D,glyph16,10000,1877,9739,1601,7717,ClassCap,393270,7185,992293,Shared,396034,7339,413,0.029
glyph16_U007D,glyph16,20000,1877,18729,1546,26335,ClassCap,387715,6715,893102,Shared,384627,6597,611,0.734
glyph16_U007D,glyph16,5000,1877,4994,1803,2983,ClassCap,425741,7991,1491571,Shared,427469,8099,848,0.019
glyph16_U007E,glyph16,10000,1842,9753,1582,7827,ClassCap,366775,7180,1003368,Shared,370146,7386,399,0.104
glyph16_U007E,glyph16,20000,1842,19130,1527,25522,ClassCap,362417,6647,893540,Shared,359649,6549,585,1.022
glyph16_U007E,glyph16,5000,1842,4983,1780,3017,ClassCap,391880,7955,1523946,Shared,393944,8084,842,0.028
glyph32_U0020,glyph32,10000,1,1,1,0,Quiesced,0,0,0,TreeCheaper,0,0,0,0.000
glyph32_U0020,glyph32,20000,1,1,1,0,Quiesced,0,0,0,TreeCheaper,0,0,0,0.000
glyph32_U0020,glyph32,5000,1,1,1,0,Quiesced,0,0,0,TreeCheaper,0,0,0,0.000
glyph32_U0021,glyph32,10000,138,7498,91,34659,ClassCap,142503,275,197428,TreeCheaper,142503,275,38,3.263
glyph32_U0021,glyph32,20000,138,14431,86,69303,ClassCap,137369,256,197404,TreeCheaper,137369,256,34,14.038
glyph32_U0021,glyph32,5000,138,2674,105,8771,ClassCap,142590,362,197882,TreeCheaper,142590,362,35,0.262
glyph32_U0022,glyph32,10000,93,1642,63,17694,Quiesced,114441,175,142696,TreeCheaper,114441,175,26,0.122
glyph32_U0022,glyph32,20000,93,1642,63,17694,Quiesced,114441,175,142696,TreeCheaper,114441,175,26,0.122
glyph32_U0022,glyph32,5000,93,1642,63,17694,Quiesced,114441,175,142696,TreeCheaper,114441,175,26,0.122
glyph32_U0023,glyph32,10000,290,6079,276,17063,ClassCap,414549,1071,492428,TreeCheaper,414549,1071,118,0.211
glyph32_U0023,glyph32,20000,290,9805,260,40740,ClassCap,413127,1013,489735,TreeCheaper,413127,1013,109,1.059
glyph32_U0023,glyph32,5000,290,3379,262,5950,ClassCap,397544,1023,509781,TreeCheaper,398440,1051,77,0.021
glyph32_U0024,glyph32,10000,2844,9939,2815,6451,ClassCap,2087851,12432,6817346,Shared,2094219,12631,803,0.033
glyph32_U0024,glyph32,20000,2844,19617,2377,21299,ClassCap,2051316,10214,3785760,Shared,2042676,10099,694,0.177
glyph32_U0024,glyph32,5000,2844,5000,2740,2184,ClassCap,2325432,12119,7061479,Shared,2325432,12119,1564,0.019
glyph32_U0025,glyph32,10000,3994,9988,3843,5403,ClassCap,3053532,17454,7762000,Shared,3058812,17619,2020,0.035
glyph32_U0025,glyph32,20000,3994,19525,3571,15282,ClassCap,2832049,16381,6638005,Shared,2848445,16874,997,0.059
glyph32_U0025,glyph32,5000,3994,5000,3921,843,ClassCap,17492804,17484,208867540,TreeCheaper,17492804,17484,394,0.020
glyph32_U0026,glyph32,10000,3564,9971,3473,6117,ClassCap,2644971,15551,7259528,Shared,2653584,15825,1519,0.035
glyph32_U0026,glyph32,20000,3564,19496,3043,15565,ClassCap,2530324,13837,4969716,Shared,2538526,14103,703,0.055
glyph32_U0026,glyph32,5000,3564,5000,3509,1278,ClassCap,15342471,15451,192051873,TreeCheaper,15342471,15451,797,0.019
glyph32_U0027,glyph32,10000,73,1152,47,12774,Quiesced,72447,124,88660,TreeCheaper,72447,124,17,0.073
glyph32_U0027,glyph32,20000,73,1152,47,12774,Quiesced,72447,124,88660,TreeCheaper,72447,124,17,0.072
glyph32_U0027,glyph32,5000,73,1152,47,12774,Quiesced,72447,124,88660,TreeCheaper,72447,124,17,0.073
glyph32_U0028,glyph32,10000,908,9583,750,12387,ClassCap,627076,3294,1072440,TreeCheaper,619652,3217,316,0.055
glyph32_U0028,glyph32,20000,908,18010,740,25380,ClassCap,537987,3268,1730292,Shared,538371,3280,244,0.079
glyph32_U0028,glyph32,5000,908,4862,768,3850,ClassCap,623199,3447,1235630,Shared,624122,3471,174,0.014
glyph32_U0029,glyph32,10000,827,9562,689,12038,ClassCap,585129,3042,967024,TreeCheaper,577065,2945,295,0.051
glyph32_U0029,glyph32,20000,827,17772,685,24607,ClassCap,501227,3026,1571934,Shared,501739,3042,229,0.072
glyph32_U0029,glyph32,5000,827,4863,711,3932,ClassCap,580883,3198,1068656,TreeCheaper,580698,3168,175,0.013
glyph32_U002A,glyph32,10000,320,7293,305,18399,ClassCap,401508,1236,477156,TreeCheaper,401508,1236,118,0.225
glyph32_U002A,glyph32,20000,320,9886,279,44466,ClassCap,399905,1121,475852,TreeCheaper,401057,1157,122,0.651
glyph32_U002A,glyph32,5000,320,3765,302,6378,ClassCap,370817,1204,494844,TreeCheaper,370817,1204,83,0.022
glyph32_U002B,glyph32,10000,124,5448,74,161545,ClassCap,131273,205,196732,TreeCheaper,131273,205,28,1.181
glyph32_U002B,glyph32,20000,124,11354,74,426407,ClassCap,131273,205,196732,TreeCheaper,131273,205,28,3.467
glyph32_U002B,glyph32,5000,124,2289,74,18015,ClassCap,131273,205,196732,TreeCheaper,131273,205,28,0.085
glyph32_U002C,glyph32,10000,114,2752,87,28182,Quiesced,126163,272,144072,TreeCheaper,126291,276,36,0.189
glyph32_U002C,glyph32,20000,114,2752,87,28182,Quiesced,126163,272,144072,TreeCheaper,126291,276,36,0.193
glyph32_U002C,glyph32,5000,114,2553,92,13534,ClassCap,126201,310,144186,TreeCheaper,126329,314,35,0.073
glyph32_U002D,glyph32,10000,74,1138,48,12610,Quiesced,72447,124,88660,TreeCheaper,72447,124,17,0.068
glyph32_U002D,glyph32,20000,74,1138,48,12610,Quiesced,72447,124,88660,TreeCheaper,72447,124,17,0.068
glyph32_U002D,glyph32,5000,74,1138,48,12610,Quiesced,72447,124,88660,TreeCheaper,72447,124,17,0.068
glyph32_U002E,glyph32,10000,70,7496,43,36512,ClassCap,72319,120,88468,TreeCheaper,72319,120,17,1.290
glyph32_U002E,glyph32,20000,70,10948,43,46386,ClassCap,72319,120,88468,TreeCheaper,72319,120,17,2.376
glyph32_U002E,glyph32,5000,70,3542,43,18246,ClassCap,72319,120,88468,TreeCheaper,72319,120,17,0.192
glyph32_U002F,glyph32,10000,84,7891,64,37598,ClassCap,78836,189,89940,TreeCheaper,78676,184,24,0.698
glyph32_U002F,glyph32,20000,84,15406,64,72555,ClassCap,78836,189,89940,TreeCheaper,78676,184,24,2.669
glyph32_U002F,glyph32,5000,84,2981,69,11709,ClassCap,78874,227,90054,TreeCheaper,78714,222,24,0.088
glyph32_U0030,glyph32,10000,2514,9924,2447,6851,ClassCap,1806326,11147,5970502,Shared,1817937,11505,689,0.033
glyph32_U0030,glyph32,20000,2514,19627,2069,23013,ClassCap,1803200,9292,3409600,Shared,1796800,9247,671,0.677
glyph32_U0030,glyph32,5000,2514,5000,2407,2286,ClassCap,1998639,10950,5778550,Shared,1998767,10954,1386,0.019
glyph32_U0031,glyph32,10000,157,5256,122,22547,ClassCap,192018,407,227042,TreeCheaper,192018,407,47,0.306
glyph32_U0031,glyph32,20000,157,14669,116,75768,ClassCap,191970,359,226918,TreeCheaper,191970,359,48,6.443
glyph32_U0031,glyph32,5000,157,3104,133,9593,ClassCap,192180,445,227496,TreeCheaper,192180,445,50,0.080
glyph32_U0032,glyph32,10000,1773,9763,1517,7766,ClassCap,1260243,6851,2507205,Shared,1264206,6970,349,0.029
glyph32_U0032,glyph32,20000,1773,19197,1465,24530,ClassCap,1260593,6426,2147750,TreeCheaper,1251857,6308,615,0.305
glyph32_U0032,glyph32,5000,1773,4992,1727,3048,ClassCap,1317087,7678,3680744,Shared,1320799,7794,755,0.018
glyph32_U0033,glyph32,10000,2659,9917,2601,6721,ClassCap,1897122,11702,6321603,Shared,1909218,12080,731,0.032
glyph32_U0033,glyph32,20000,2659,19726,2206,22175,ClassCap,1901324,9704,3571858,Shared,1894604,9649,678,0.711
glyph32_U0033,glyph32,5000,2659,5000,2548,2247,ClassCap,2108174,11458,6022008,Shared,2108174,11458,1460,0.019
glyph32_U0034,glyph32,10000,167,5177,119,22555,ClassCap,184941,398,251436,TreeCheaper,184941,398,44,0.306
glyph32_U0034,glyph32,20000,167,14761,113,75122,ClassCap,184893,350,251312,TreeCheaper,184893,350,45,6.078
glyph32_U0034,glyph32,5000,167,3051,129,9777,ClassCap,185099,432,251907,TreeCheaper,185099,432,46,0.082
glyph32_U0035,glyph32,10000,1828,9757,1572,7793,ClassCap,1330110,7092,2636180,Shared,1337945,7332,406,0.027
glyph32_U0035,glyph32,20000,1828,18891,1508,26068,ClassCap,1327421,6573,2451898,Shared,1319325,6475,585,0.466
glyph32_U0035,glyph32,5000,1828,4993,1759,3018,ClassCap,1402149,7831,3793695,Shared,1406533,7968,820,0.017
glyph32_U0036,glyph32,10000,2644,9936,2570,6721,ClassCap,1845070,11606,6010646,Shared,1857006,11979,732,0.033
glyph32_U0036,glyph32,20000,2644,19717,2192,22304,ClassCap,1837254,9649,3447238,Shared,1829894,9574,673,0.817
glyph32_U0036,glyph32,5000,2644,5000,2527,2258,ClassCap,2037530,11401,5817024,Shared,2037530,11401,1444,0.019
glyph32_U0037,glyph32,10000,117,7129,90,31862,ClassCap,126171,280,143520,TreeCheaper,126171,280,36,0.782
glyph32_U0037,glyph32,20000,117,14267,87,63823,ClassCap,126163,272,143496,TreeCheaper,126163,272,34,5.018
glyph32_U0037,glyph32,5000,117,3534,97,15233,ClassCap,126221,330,143630,TreeCheaper,126221,330,38,0.165
glyph32_U0038,glyph32,10000,3405,9974,3306,6362,ClassCap,2510843,15002,7175530,Shared,2521206,15321,1421,0.074
glyph32_U0038,glyph32,20000,3405,19478,2897,15934,ClassCap,2405663,13393,4825112,Shared,2415208,13638,681,0.059
glyph32_U0038,glyph32,5000,3405,5000,3325,1508,ClassCap,15002173,14789,194165728,TreeCheaper,15002173,14789,1004,0.020
glyph32_U0039,glyph32,10000,2666,9921,2600,6752,ClassCap,1852828,11738,6241781,Shared,1866701,12157,737,0.033
glyph32_U0039,glyph32,20000,2666,19746,2202,22174,ClassCap,1843910,9702,3490438,Shared,1837030,9642,656,0.866
glyph32_U0039,glyph32,5000,2666,5000,2547,2264,ClassCap,2045594,11498,5912848,Shared,2045594,11498,1463,0.019
glyph32_U003A,glyph32,10000,97,8279,52,40061,ClassCap,88927,143,142376,TreeCheaper,88927,143,19,1.944
glyph32_U003A,glyph32,20000,97,13102,52,54625,ClassCap,88927,143,142376,TreeCheaper,88927,143,19,3.803
glyph32_U003A,glyph32,5000,97,2762,52,12594,ClassCap,88927,143,142376,TreeCheaper,88927,143,18,0.105
glyph32_U003B,glyph32,10000,143,3723,107,49487,Quiesced,168381,330,198108,TreeCheaper,168509,334,45,0.533
glyph32_U003B,glyph32,20000,143,3723,107,49487,Quiesced,168381,330,198108,TreeCheaper,168509,334,45,0.534
glyph32_U003B,glyph32,5000,143,2710,123,8699,ClassCap,168464,413,198330,TreeCheaper,168464,413,45,0.048
glyph32_U003C,glyph32,10000,178,4646,142,31303,ClassCap,192755,462,236320,TreeCheaper,193139,474,59,0.262
glyph32_U003C,glyph32,20000,178,5723,138,58193,Quiesced,192743,450,236272,TreeCheaper,193127,462,56,1.323
glyph32_U003C,glyph32,5000,178,3095,157,9174,ClassCap,193360,571,236959,TreeCheaper,193360,571,57,0.061
glyph32_U003D,glyph32,10000,97,7609,55,27694,ClassCap,93055,148,159122,TreeCheaper,93055,148,21,0.465
glyph32_U003D,glyph32,20000,97,15130,55,66225,ClassCap,93055,148,159122,TreeCheaper,93055,148,21,2.952
glyph32_U003D,glyph32,5000,97,3764,55,11779,ClassCap,93055,148,159122,TreeCheaper,93055,148,20,0.111
glyph32_U003E,glyph32,10000,178,4658,142,31208,ClassCap,192755,462,241419,TreeCheaper,193139,474,60,0.285
glyph32_U003E,glyph32,20000,178,5727,138,58222,Quiesced,192743,450,241371,TreeCheaper,193127,462,57,1.406
glyph32_U003E,glyph32,5000,178,3088,157,9133,ClassCap,193360,571,242054,TreeCheaper,193360,571,58,0.062
glyph32_U003F,glyph32,10000,1928,9759,1683,7579,ClassCap,1427969,7487,2831639,Shared,1432427,7636,430,0.029
glyph32_U003F,glyph32,20000,1928,18861,1594,25855,ClassCap,1426792,6868,2540544,Shared,1418568,6766,612,0.468
glyph32_U003F,glyph32,5000,1928,4995,1863,2890,ClassCap,1535139,8203,3853799,Shared,1537539,8278,891,0.020
glyph32_U0040,glyph32,10000,3513,9962,3394,6255,ClassCap,2635258,15355,7262634,Shared,2643578,15615,1505,0.039
glyph32_U0040,glyph32,20000,3513,19510,3004,15810,ClassCap,2514860,13811,4979823,Shared,2526591,14134,720,0.061
glyph32_U0040,glyph32,5000,3513,5000,3434,1378,ClassCap,15355560,15241,193557657,TreeCheaper,15355560,15241,849,0.021
glyph32_U0041,glyph32,10000,164,6007,150,24717,ClassCap,185772,609,200016,TreeCheaper,185772,609,58,0.497
glyph32_U0041,glyph32,20000,164,13000,128,83169,ClassCap,175336,403,199644,TreeCheaper,175336,403,52,8.963
glyph32_U0041,glyph32,5000,164,3699,160,9718,ClassCap,186540,633,201372,TreeCheaper,186540,633,56,0.088
glyph32_U0042,glyph32,10000,1820,9750,1553,7791,ClassCap,1295517,7033,2537775,Shared,1300851,7190,387,0.029
glyph32_U0042,glyph32,20000,1820,19002,1504,25611,ClassCap,1285929,6559,2352274,Shared,1277961,6465,593,0.519
glyph32_U0042,glyph32,5000,1820,4990,1749,3044,ClassCap,1370480,7813,3611916,Shared,1374645,7948,813,0.021
glyph32_U0043,glyph32,10000,1807,9756,1548,7797,ClassCap,1263257,7075,2563574,Shared,1269861,7262,394,0.028
glyph32_U0043,glyph32,20000,1807,19108,1497,25673,ClassCap,1257620,6584,2379514,Shared,1249524,6486,582,0.397
glyph32_U0043,glyph32,5000,1807,4994,1747,3023,ClassCap,1342935,7858,3745724,Shared,1347484,8005,805,0.017
glyph32_U0044,glyph32,10000,939,9371,772,13505,ClassCap,679817,3335,1211020,Shared,673897,3305,303,0.171
glyph32_U0044,glyph32,20000,939,18017,768,26661,ClassCap,654512,3388,1469110,Shared,650960,3432,254,0.237
glyph32_U0044,glyph32,5000,939,4870,814,3915,ClassCap,682859,3649,1327301,Shared,685606,3730,213,0.014
glyph32_U0045,glyph32,10000,134,7147,83,31722,ClassCap,136750,226,186044,TreeCheaper,136750,226,30,0.676
glyph32_U0045,glyph32,20000,134,14804,83,64295,ClassCap,136750,226,186044,TreeCheaper,136750,226,30,4.088
glyph32_U0045,glyph32,5000,134,3532,83,15297,ClassCap,136750,226,186044,TreeCheaper,136750,226,29,0.137
glyph32_U0046,glyph32,10000,118,6855,72,29584,ClassCap,118089,196,161650,TreeCheaper,118089,196,26,0.625
glyph32_U0046,glyph32,20000,118,15018,72,60641,ClassCap,118089,196,161650,TreeCheaper,118089,196,26,3.515
glyph32_U0046,glyph32,5000,118,3185,72,14175,ClassCap,118089,196,161650,TreeCheaper,118089,196,25,0.116
glyph32_U0047,glyph32,10000,1854,9758,1597,7743,ClassCap,1333474,7201,2643688,Shared,1340669,7421,412,0.028
glyph32_U0047,glyph32,20000,1854,18874,1538,26010,ClassCap,1330493,6669,2449542,Shared,1321917,6556,592,0.428
glyph32_U0047,glyph32,5000,1854,4994,1782,2983,ClassCap,1417010,7936,3769798,Shared,1420658,8050,844,0.017
glyph32_U0048,glyph32,10000,118,6672,68,29750,ClassCap,130953,195,196284,TreeCheaper,130953,195,28,0.663
glyph32_U0048,glyph32,20000,118,14458,68,60454,ClassCap,130953,195,196284,TreeCheaper,130953,195,28,3.467
glyph32_U0048,glyph32,5000,118,3203,68,14394,ClassCap,130953,195,196284,TreeCheaper,130953,195,27,0.122
glyph32_U0049,glyph32,10000,122,6683,70,30069,ClassCap,131145,201,196284,TreeCheaper,131145,201,28,0.682
glyph32_U0049,glyph32,20000,122,14768,70,60868,ClassCap,131145,201,196284,TreeCheaper,131145,201,28,3.550
glyph32_U0049,glyph32,5000,122,3221,70,14631,ClassCap,131145,201,196284,TreeCheaper,131145,201,27,0.135
glyph32_U004A,glyph32,10000,982,9412,805,13272,ClassCap,741075,3461,1241104,TreeCheaper,734259,3403,333,0.095
glyph32_U004A,glyph32,20000,982,17883,810,26409,ClassCap,703610,3506,1543948,Shared,698746,3509,273,0.141
glyph32_U004A,glyph32,5000,982,4876,868,3864,ClassCap,744203,3830,1562314,Shared,747563,3935,233,0.014
glyph32_U004B,glyph32,10000,190,6285,160,26202,ClassCap,212249,612,248182,TreeCheaper,212249,612,60,0.474
glyph32_U004B,glyph32,20000,190,12678,154,55717,ClassCap,212149,512,247932,TreeCheaper,212149,512,65,3.597
glyph32_U004B,glyph32,5000,190,3750,171,10620,ClassCap,212906,649,249363,TreeCheaper,212906,649,61,0.094
glyph32_U004C,glyph32,10000,87,7930,55,39586,ClassCap,91012,151,112862,TreeCheaper,91012,151,21,1.612
glyph32_U004C,glyph32,20000,87,12209,55,52347,ClassCap,91012,151,112862,TreeCheaper,91012,151,21,3.164
glyph32_U004C,glyph32,5000,87,2669,55,12136,ClassCap,91012,151,112862,TreeCheaper,91012,151,20,0.090
glyph32_U004D,glyph32,10000,175,6024,147,25360,ClassCap,221521,553,252680,TreeCheaper,221521,553,59,0.405
glyph32_U004D,glyph32,20000,175,12092,142,53598,ClassCap,221441,473,252480,TreeCheaper,221441,473,64,2.946
glyph32_U004D,glyph32,5000,175,3654,159,10275,ClassCap,222058,594,253652,TreeCheaper,222058,594,62,0.086
glyph32_U004E,glyph32,10000,130,7446,93,34033,ClassCap,162631,284,197428,TreeCheaper,162631,284,41,0.780
glyph32_U004E,glyph32,20000,130,14581,91,67232,ClassCap,162627,280,197404,TreeCheaper,162627,280,40,4.861
glyph32_U004E,glyph32,5000,130,2645,104,8669,ClassCap,162681,334,197882,TreeCheaper,162681,334,42,0.058
glyph32_U004F,glyph32,10000,1707,9760,1460,7985,ClassCap,1214205,6693,2431480,Shared,1219696,6821,344,0.027
glyph32_U004F,glyph32,20000,1707,19163,1416,25323,ClassCap,1214020,6260,2276164,Shared,1206052,6166,565,0.571
glyph32_U004F,glyph32,5000,1707,4991,1654,3153,ClassCap,1257684,7454,3652727,Shared,1261908,7586,707,0.018
glyph32_U0050,glyph32,10000,957,9367,781,13534,ClassCap,691209,3350,1241554,Shared,685129,3315,306,0.176
glyph32_U0050,glyph32,20000,957,17961,780,26760,ClassCap,666160,3411,1498921,Shared,662736,3459,258,0.238
glyph32_U0050,glyph32,5000,957,4874,828,3899,ClassCap,701675,3679,1412964,Shared,704710,3769,218,0.014
glyph32_U0051,glyph32,10000,1994,9803,1799,7654,ClassCap,1450306,8186,3378736,Shared,1459079,8465,492,0.030
glyph32_U0051,glyph32,20000,1994,19369,1637,25189,ClassCap,1441285,7256,2669046,Shared,1434725,7206,650,1.133
glyph32_U0051,glyph32,5000,1994,4998,1915,2783,ClassCap,1559633,8641,3991467,Shared,1562449,8729,999,0.018
glyph32_U0052,glyph32,10000,1444,9859,1197,10711,ClassCap,1044415,5140,1910734,Shared,1038175,5100,347,0.114
glyph32_U0052,glyph32,20000,1444,18507,1140,26078,ClassCap,1039199,4977,1697294,Shared,1034879,4997,418,0.294
glyph32_U0052,glyph32,5000,1444,4972,1423,3235,ClassCap,1042768,6283,3364224,Shared,1048816,6472,425,0.016
glyph32_U0053,glyph32,10000,2733,9943,2690,6607,ClassCap,1927478,12050,6465515,Shared,1938641,12394,757,0.033
glyph32_U0053,glyph32,20000,2733,19715,2274,21798,ClassCap,1924959,9934,3588232,Shared,1917439,9854,671,0.588
glyph32_U0053,glyph32,5000,2733,5000,2623,2225,ClassCap,2136248,11756,6283102,Shared,2136248,11756,1499,0.019
glyph32_U0054,glyph32,10000,97,6089,62,27253,ClassCap,114537,178,142376,TreeCheaper,114537,178,26,0.566
glyph32_U0054,glyph32,20000,97,12720,62,55552,ClassCap,114537,178,142376,TreeCheaper,114537,178,26,3.581
glyph32_U0054,glyph32,5000,97,2882,62,13286,ClassCap,114537,178,142376,TreeCheaper,114537,178,25,0.106
glyph32_U0055,glyph32,10000,1779,9745,1532,7810,ClassCap,1326531,6954,2632466,Shared,1330078,7060,364,0.028
glyph32_U0055,glyph32,20000,1779,19157,1488,24575,ClassCap,1326579,6537,2453968,Shared,1318163,6429,585,0.183
glyph32_U0055,glyph32,5000,1779,4991,1749,3049,ClassCap,1381051,7813,3849331,Shared,1383291,7883,782,0.017
glyph32_U0056,glyph32,10000,121,6710,97,34680,ClassCap,126906,302,144664,TreeCheaper,126906,302,40,0.881
glyph32_U0056,glyph32,20000,121,11883,93,69839,ClassCap,126894,290,144616,TreeCheaper,126894,290,37,5.503
glyph32_U0056,glyph32,5000,121,2821,114,8160,ClassCap,132156,437,145436,TreeCheaper,132156,437,35,0.059
glyph32_U0057,glyph32,10000,204,6892,185,27866,ClassCap,235240,756,246656,TreeCheaper,235240,756,75,0.839
