name,category,node_count,cap,stop,hit_cap,allocated,live,nodes,memo,ratio,extracted_cost
synth_d7_s9,synthetic,14,2000,Quiesced,false,18,10,18,20,1.8000,147
synth_d7_s10,synthetic,58,5000,Quiesced,false,100,43,100,109,2.3256,413
synth_d7_s11,synthetic,73,5000,ClassCap,true,3532,483,3532,3728,7.3126,970
synth_d7_s12,synthetic,93,5000,ClassCap,true,2462,340,2462,2492,7.2412,1112
synth_d7_s13,synthetic,217,5000,ClassCap,true,4324,878,4324,4491,4.9248,2386
synth_d7_s14,synthetic,72,5000,ClassCap,true,3812,414,3812,4026,9.2077,680
synth_d7_s15,synthetic,56,5000,Quiesced,false,74,45,74,78,1.6444,709
synth_d7_s16,synthetic,36,2000,Quiesced,false,57,26,57,59,2.1923,249
synth_d7_s17,synthetic,137,5000,ClassCap,true,2229,319,2229,2287,6.9875,1803
synth_d7_s18,synthetic,203,5000,Quiesced,false,2839,436,2839,2885,6.5115,2943
synth_d7_s19,synthetic,105,5000,ClassCap,true,2881,327,2881,3030,8.8104,1931
synth_d7_s20,synthetic,106,5000,Quiesced,false,371,103,371,392,3.6019,1440
synth_d7_s21,synthetic,81,5000,Quiesced,false,140,59,140,151,2.3729,612
synth_d7_s22,synthetic,45,2000,Quiesced,false,270,55,270,285,4.9091,608
synth_d7_s23,synthetic,122,5000,ClassCap,true,3584,492,3584,3729,7.2846,2351
synth_d7_s24,synthetic,62,5000,Quiesced,false,85,48,85,90,1.7708,674
synth_d7_s25,synthetic,14,2000,Quiesced,false,21,14,21,21,1.5000,123
synth_d7_s26,synthetic,123,5000,ClassCap,true,4650,994,4650,4703,4.6781,1786
synth_d7_s27,synthetic,55,5000,Quiesced,false,83,42,83,89,1.9762,762
synth_d7_s28,synthetic,146,5000,ClassCap,true,3228,410,3228,3648,7.8732,2311
synth_d7_s29,synthetic,99,5000,Quiesced,false,468,113,468,493,4.1416,1438
synth_d7_s30,synthetic,83,5000,Quiesced,false,157,70,157,160,2.2429,1351
synth_d7_s31,synthetic,135,5000,ClassCap,true,4189,740,4189,4578,5.6608,1582
synth_d7_s32,synthetic,144,5000,Quiesced,false,385,136,385,395,2.8309,2026
synth_d7_s33,synthetic,46,2000,Quiesced,false,68,40,68,71,1.7000,512
synth_d7_s34,synthetic,37,2000,Quiesced,false,59,34,59,64,1.7353,503
synth_d7_s35,synthetic,139,5000,Quiesced,false,1187,186,1187,1250,6.3817,1832
synth_d7_s36,synthetic,72,5000,Quiesced,false,234,75,234,242,3.1200,729
synth_d7_s37,synthetic,143,5000,Quiesced,false,188,108,188,200,1.7407,2441
synth_d7_s38,synthetic,132,5000,Quiesced,false,658,137,658,713,4.8029,1410
synth_d7_s39,synthetic,43,2000,Quiesced,false,266,55,266,281,4.8364,659
synth_d9_s0,synthetic,318,5000,ClassCap,true,3541,867,3541,3614,4.0842,4257
synth_d9_s1,synthetic,83,5000,Quiesced,false,137,67,137,142,2.0448,1235
synth_d9_s2,synthetic,84,5000,Quiesced,false,121,69,121,123,1.7536,1055
synth_d9_s3,synthetic,300,5000,Quiesced,false,1689,361,1689,1774,4.6787,4198
synth_d9_s4,synthetic,47,2000,Quiesced,false,68,35,68,72,1.9429,668
synth_d9_s5,synthetic,213,5000,Quiesced,false,345,169,345,359,2.0414,3551
synth_d9_s6,synthetic,156,5000,Quiesced,false,239,121,239,250,1.9752,2039
synth_d9_s7,synthetic,24,2000,Quiesced,false,30,19,30,33,1.5789,459
synth_d9_s8,synthetic,188,5000,ClassCap,true,4320,1088,4320,4377,3.9706,1946
synth_d9_s9,synthetic,41,2000,Quiesced,false,66,38,66,68,1.7368,253
synth_d9_s10,synthetic,184,5000,Quiesced,false,842,202,842,870,4.1683,2381
synth_d9_s11,synthetic,38,2000,Quiesced,false,50,28,50,55,1.7857,317
synth_d9_s12,synthetic,104,5000,Quiesced,false,171,91,171,178,1.8791,1577
synth_d9_s13,synthetic,297,5000,ClassCap,true,3543,723,3543,3639,4.9004,4618
synth_d9_s14,synthetic,69,5000,Quiesced,false,99,50,99,106,1.9800,1053
synth_d9_s15,synthetic,151,5000,Quiesced,false,304,135,304,318,2.2519,1954
synth_d9_s16,synthetic,111,5000,Quiesced,false,224,103,224,234,2.1748,1304
synth_d9_s17,synthetic,15,2000,Quiesced,false,20,9,20,23,2.2222,162
synth_d9_s18,synthetic,15,2000,Quiesced,false,18,10,18,20,1.8000,282
synth_d9_s19,synthetic,109,5000,Quiesced,false,470,123,470,492,3.8211,1928
synth_d9_s20,synthetic,147,5000,Quiesced,false,200,113,200,206,1.7699,2004
synth_d9_s21,synthetic,106,5000,Quiesced,false,163,79,163,171,2.0633,1718
synth_d9_s22,synthetic,101,5000,Quiesced,false,275,103,275,288,2.6699,1133
synth_d9_s23,synthetic,51,5000,Quiesced,false,64,34,64,71,1.8824,442
synth_d9_s24,synthetic,206,5000,ClassCap,true,3613,489,3613,3750,7.3885,3157
synth_d9_s25,synthetic,764,5000,ClassCap,true,3539,1091,3539,3609,3.2438,10496
synth_d9_s26,synthetic,73,5000,Quiesced,false,205,84,205,211,2.4405,1010
synth_d9_s27,synthetic,113,5000,Quiesced,false,201,103,201,206,1.9515,1158
synth_d9_s28,synthetic,15,2000,Quiesced,false,19,10,19,21,1.9000,96
synth_d9_s29,synthetic,371,5000,ClassCap,true,4609,1088,4609,4846,4.2362,4999
synth_d9_s30,synthetic,111,5000,Quiesced,false,178,90,178,185,1.9778,1957
synth_d9_s31,synthetic,120,5000,Quiesced,false,172,88,172,181,1.9545,1575
synth_d9_s32,synthetic,318,5000,ClassCap,true,4405,818,4405,4608,5.3851,4175
synth_d9_s33,synthetic,77,5000,Quiesced,false,103,56,103,111,1.8393,1434
synth_d9_s34,synthetic,103,5000,Quiesced,false,385,114,385,405,3.3772,1521
synth_d9_s35,synthetic,267,5000,Quiesced,false,1326,292,1326,1384,4.5411,3098
synth_d9_s36,synthetic,156,5000,Quiesced,false,1199,219,1199,1258,5.4749,1142
synth_d9_s37,synthetic,176,5000,Quiesced,false,919,181,919,960,5.0773,2419
synth_d9_s38,synthetic,104,5000,Quiesced,false,138,78,138,146,1.7692,1622
synth_d9_s39,synthetic,179,5000,Quiesced,false,282,135,282,291,2.0889,2296
synth_d11_s0,synthetic,279,5000,Quiesced,false,582,234,582,599,2.4872,4028
synth_d11_s1,synthetic,206,5000,ClassCap,true,3998,660,3998,4171,6.0576,2962
synth_d11_s2,synthetic,19,2000,Quiesced,false,26,12,26,29,2.1667,147
synth_d11_s3,synthetic,835,5000,ClassCap,true,4664,1217,4664,4851,3.8324,11719
synth_d11_s4,synthetic,89,5000,Quiesced,false,232,89,232,244,2.6067,1665
synth_d11_s5,synthetic,456,5000,ClassCap,true,4588,973,4588,4676,4.7153,6816
synth_d11_s6,synthetic,95,5000,Quiesced,false,133,75,133,140,1.7733,1754
synth_d11_s7,synthetic,454,5000,ClassCap,true,3298,624,3298,3463,5.2853,7254
synth_d11_s8,synthetic,372,5000,ClassCap,true,3983,817,3983,4310,4.8752,4916
synth_d11_s9,synthetic,21,2000,Quiesced,false,27,18,27,28,1.5000,372
synth_d11_s10,synthetic,22,2000,Quiesced,false,33,20,33,34,1.6500,345
synth_d11_s11,synthetic,89,5000,Quiesced,false,159,72,159,167,2.2083,1338
synth_d11_s12,synthetic,329,5000,ClassCap,true,2401,483,2401,2414,4.9710,5020
synth_d11_s13,synthetic,25,2000,Quiesced,false,47,25,47,50,1.8800,195
synth_d11_s14,synthetic,636,5000,ClassCap,true,4463,1219,4463,4643,3.6612,7675
synth_d11_s15,synthetic,181,5000,ClassCap,true,4369,749,4369,4563,5.8331,2975
synth_d11_s16,synthetic,135,5000,ClassCap,true,4151,743,4151,4308,5.5868,1729
synth_d11_s17,synthetic,142,5000,Quiesced,false,237,122,237,246,1.9426,2177
synth_d11_s18,synthetic,221,5000,ClassCap,true,1951,363,1951,1988,5.3747,2144
synth_d11_s19,synthetic,202,5000,Quiesced,false,585,191,585,612,3.0628,2353
synth_d11_s20,synthetic,252,5000,ClassCap,true,4543,1173,4543,4846,3.8730,3283
synth_d11_s21,synthetic,80,5000,Quiesced,false,99,52,99,104,1.9038,905
synth_d11_s22,synthetic,366,5000,Quiesced,false,2336,472,2336,2456,4.9492,5564
synth_d11_s23,synthetic,221,5000,ClassCap,true,4247,976,4247,4361,4.3514,2569
synth_d11_s24,synthetic,495,5000,ClassCap,true,4373,958,4373,4569,4.5647,7514
synth_d11_s25,synthetic,86,5000,Quiesced,false,128,64,128,134,2.0000,1074
synth_d11_s26,synthetic,285,5000,Quiesced,false,903,299,903,930,3.0201,3607
synth_d11_s27,synthetic,289,5000,ClassCap,true,2859,420,2859,2951,6.8071,4665
synth_d11_s28,synthetic,114,5000,Quiesced,false,144,84,144,151,1.7143,1419
synth_d11_s29,synthetic,808,5000,ClassCap,true,3948,952,3948,4122,4.1471,10296
synth_d11_s30,synthetic,23,2000,Quiesced,false,54,25,54,55,2.1600,201
synth_d11_s31,synthetic,279,5000,ClassCap,true,4514,924,4514,4927,4.8853,3763
synth_d11_s32,synthetic,414,5000,ClassCap,true,3408,629,3408,3595,5.4181,5595
synth_d11_s33,synthetic,194,5000,Quiesced,false,851,216,851,891,3.9398,2827
synth_d11_s34,synthetic,265,5000,ClassCap,true,3678,654,3678,3787,5.6239,3781
synth_d11_s35,synthetic,238,5000,Quiesced,false,377,184,377,388,2.0489,2921
synth_d11_s36,synthetic,24,2000,Quiesced,false,29,15,29,32,1.9333,303
synth_d11_s37,synthetic,216,5000,ClassCap,true,4348,864,4348,4473,5.0324,3496
synth_d11_s38,synthetic,230,5000,Quiesced,false,1181,260,1181,1221,4.5423,3418
synth_d11_s39,synthetic,475,5000,ClassCap,true,3509,813,3509,3631,4.3161,6791

# recovery: raised cap = 5000 * base ratio, per cap-hit kernel
name,category,node_count,base_cap,raised_cap,base_ratio,base_allocated,base_live,base_stop,base_extracted_cost,raised_stop,raised_allocated,raised_live,raised_nodes,raised_memo,raised_extracted_cost,cost_improvement_frac,still_hit_cap
cellgrid:120x40_d2,cellgrid,623,5000,18172,3.6344,4583,1261,ClassCap,432,ClassCap,16796,3560,16796,17442,432,0.0000,true
cellgrid:80x24_d1,cellgrid,623,5000,18187,3.6373,4583,1260,ClassCap,427,ClassCap,16805,3560,16805,17451,427,0.0000,true
cellgrid:80x24_d2,cellgrid,623,5000,18172,3.6344,4583,1261,ClassCap,432,ClassCap,16796,3560,16796,17442,432,0.0000,true
glyph16:U+0021,glyph,1927,5000,17393,3.4786,4703,1352,ClassCap,3125,ClassCap,14143,2729,14143,14704,3012,0.0362,true
glyph16:U+0022,glyph,199,5000,34299,6.8599,2888,421,ClassCap,310,ClassCap,23956,2784,23956,24431,214,0.3097,true
glyph16:U+0023,glyph,615,5000,26084,5.2167,4309,826,ClassCap,1014,ClassCap,14003,2035,14003,14610,920,0.0927,true
glyph16:U+0024,glyph,7185,5000,7702,1.5404,5000,3246,ClassCap,13131,ClassCap,7668,4182,7668,7744,12898,0.0177,true
glyph16:U+0025,glyph,7327,5000,7847,1.5694,5000,3186,ClassCap,12640,ClassCap,7794,4120,7794,7873,12430,0.0166,true
glyph16:U+0026,glyph,9420,5000,5803,1.1606,5000,4308,ClassCap,17979,ClassCap,5803,4247,5803,5872,17674,0.0170,true
glyph16:U+0027,glyph,127,5000,30636,6.1271,3566,582,ClassCap,171,ClassCap,21323,2404,21323,21743,133,0.2222,true
glyph16:U+0028,glyph,1855,5000,17110,3.4220,4719,1379,ClassCap,3039,ClassCap,13876,2719,13876,14391,2968,0.0234,true
glyph16:U+0029,glyph,1855,5000,17119,3.4238,4718,1378,ClassCap,3039,ClassCap,14129,2769,14129,14647,2968,0.0234,true
glyph16:U+002A,glyph,559,5000,22355,4.4711,4480,1002,ClassCap,1143,ClassCap,12316,1841,12316,12889,1003,0.1225,true
glyph16:U+002B,glyph,247,5000,42111,8.4221,2055,244,ClassCap,319,Quiesced,2346,254,2346,2536,319,0.0000,false
glyph16:U+002C,glyph,1694,5000,17123,3.4246,4678,1366,ClassCap,2779,ClassCap,13075,2578,13075,13540,2695,0.0302,true
glyph16:U+002E,glyph,1855,5000,17286,3.4572,4681,1354,ClassCap,2881,ClassCap,14252,2694,14251,14838,2768,0.0392,true
glyph16:U+002F,glyph,127,5000,38523,7.7047,3444,447,ClassCap,166,ClassCap,22170,2385,22169,22816,134,0.1928,true
glyph16:U+0030,glyph,5402,5000,8612,1.7224,5000,2903,ClassCap,9970,ClassCap,8354,3773,8354,8414,9768,0.0203,true
glyph16:U+0031,glyph,1452,5000,16697,3.3394,4418,1323,ClassCap,2520,ClassCap,12107,2352,12107,12696,2438,0.0325,true
glyph16:U+0032,glyph,3891,5000,9761,1.9522,4945,2533,ClassCap,6980,ClassCap,9266,2892,9266,9641,6539,0.0632,true
glyph16:U+0033,glyph,6993,5000,7791,1.5581,5000,3209,ClassCap,12797,ClassCap,7746,4165,7746,7834,12605,0.0150,true
glyph16:U+0034,glyph,1637,5000,17042,3.4084,4557,1337,ClassCap,2751,ClassCap,14107,2832,14107,14645,2671,0.0291,true
glyph16:U+0035,glyph,4546,5000,9283,1.8565,4981,2683,ClassCap,8145,ClassCap,9088,3240,9088,9461,7553,0.0727,true
glyph16:U+0036,glyph,8067,5000,6825,1.3650,5000,3663,ClassCap,15249,ClassCap,6825,4138,6825,6930,14836,0.0271,true
glyph16:U+0037,glyph,191,5000,36931,7.3862,2792,378,ClassCap,288,ClassCap,22817,2679,22817,23468,240,0.1667,true
glyph16:U+0038,glyph,9774,5000,5656,1.1312,5000,4420,ClassCap,18500,ClassCap,5656,4400,5656,5678,18400,0.0054,true
glyph16:U+0039,glyph,8267,5000,6624,1.3249,5000,3774,ClassCap,15698,ClassCap,6624,4102,6624,6701,15139,0.0356,true
glyph16:U+003A,glyph,3655,5000,10497,2.0995,4854,2312,ClassCap,6228,ClassCap,9702,2838,9702,10010,5774,0.0729,true
glyph16:U+003B,glyph,3494,5000,10522,2.1045,4855,2307,ClassCap,6080,ClassCap,9667,2832,9667,9943,5609,0.0775,true
glyph16:U+003C,glyph,295,5000,32107,6.4214,2697,420,ClassCap,514,Quiesced,4347,456,4347,4629,394,0.2335,false
glyph16:U+003E,glyph,295,5000,32197,6.4394,2711,421,ClassCap,519,Quiesced,4360,457,4360,4639,399,0.2312,false
glyph16:U+003F,glyph,6716,5000,7872,1.5743,5000,3176,ClassCap,12176,ClassCap,7809,4106,7809,7889,11985,0.0157,true
glyph16:U+0040,glyph,12056,5000,5001,1.0000,5226,5226,ClassCap,23527,ClassCap,5226,5226,5226,5226,23527,0.0000,true
glyph16:U+0041,glyph,1605,5000,16825,3.3649,4509,1340,ClassCap,2672,ClassCap,13043,2589,13043,13563,2598,0.0277,true
glyph16:U+0042,glyph,4470,5000,9387,1.8774,4975,2650,ClassCap,7970,ClassCap,9132,3231,9132,9498,7432,0.0675,true
glyph16:U+0043,glyph,5129,5000,8827,1.7654,4996,2830,ClassCap,9459,ClassCap,8229,3689,8229,8280,9252,0.0219,true
glyph16:U+0044,glyph,2606,5000,11296,2.2592,4367,1933,ClassCap,4506,ClassCap,9727,2761,9727,10011,4230,0.0613,true
glyph16:U+0045,glyph,247,5000,37568,7.5135,2780,370,ClassCap,335,ClassCap,28612,3015,28612,29403,335,0.0000,true
glyph16:U+0046,glyph,215,5000,38293,7.6586,2535,331,ClassCap,285,ClassCap,27813,2951,27813,28590,285,0.0000,true
glyph16:U+0047,glyph,4563,5000,9245,1.8490,4983,2695,ClassCap,8262,ClassCap,9075,3295,9075,9417,7642,0.0750,true
glyph16:U+0048,glyph,247,5000,37846,7.5691,2793,369,ClassCap,314,ClassCap,22768,2260,22768,23435,306,0.0255,true
glyph16:U+0049,glyph,391,5000,30248,6.0496,3418,565,ClassCap,626,ClassCap,20210,2452,20210,20775,506,0.1917,true
glyph16:U+004A,glyph,2425,5000,11461,2.2923,4282,1868,ClassCap,4339,ClassCap,9766,2696,9766,10060,3926,0.0952,true
glyph16:U+004B,glyph,617,5000,24746,4.9492,4578,925,ClassCap,1047,ClassCap,19275,3248,19275,20087,1106,-0.0564,true
glyph16:U+004C,glyph,151,5000,39822,7.9645,3361,422,ClassCap,185,ClassCap,27107,2878,27107,27883,185,0.0000,true
glyph16:U+004D,glyph,2345,5000,14427,2.8855,4914,1703,ClassCap,4133,ClassCap,11309,3174,11309,11739,3977,0.0377,true
glyph16:U+004E,glyph,1399,5000,17558,3.5117,4653,1325,ClassCap,2457,ClassCap,15189,2938,15189,15795,2390,0.0273,true
glyph16:U+004F,glyph,5945,5000,8317,1.6633,5000,3006,ClassCap,10769,ClassCap,8129,3936,8129,8207,10539,0.0214,true
glyph16:U+0050,glyph,2409,5000,14236,2.8471,4880,1714,ClassCap,3990,ClassCap,9889,2849,9889,10169,3801,0.0474,true
glyph16:U+0051,glyph,6053,5000,8254,1.6507,5000,3029,ClassCap,10749,ClassCap,8087,3953,8087,8145,10532,0.0202,true
glyph16:U+0052,glyph,2710,5000,11273,2.2545,4509,2000,ClassCap,4725,ClassCap,9893,2817,9893,10183,4443,0.0597,true
glyph16:U+0053,glyph,7616,5000,7323,1.4646,5000,3414,ClassCap,14066,ClassCap,7314,4163,7314,7412,13957,0.0077,true
glyph16:U+0054,glyph,183,5000,37618,7.5235,3521,468,ClassCap,227,ClassCap,27561,2878,27561,28339,227,0.0000,true
glyph16:U+0055,glyph,2899,5000,11270,2.2540,4686,2079,ClassCap,5170,ClassCap,9916,2814,9916,10167,4701,0.0907,true
glyph16:U+0056,glyph,1573,5000,17491,3.4981,4614,1319,ClassCap,2647,ClassCap,13607,2605,13607,14148,2552,0.0359,true
glyph16:U+0057,glyph,7232,5000,7643,1.5286,5000,3271,ClassCap,13499,ClassCap,7623,4205,7623,7734,13231,0.0199,true
glyph16:U+0058,glyph,343,5000,28718,5.7436,3607,628,ClassCap,652,ClassCap,17387,2113,17387,18006,452,0.3067,true
glyph16:U+0059,glyph,263,5000,32573,6.5146,2684,412,ClassCap,437,ClassCap,20150,2235,20150,20783,317,0.2746,true
glyph16:U+005A,glyph,255,5000,36580,7.3159,3358,459,ClassCap,393,ClassCap,22735,2488,22735,23426,345,0.1221,true
glyph16:U+005C,glyph,127,5000,38523,7.7047,3444,447,ClassCap,166,ClassCap,22170,2385,22169,22816,134,0.1928,true
glyph16:U+005E,glyph,199,5000,34417,6.8833,2891,420,ClassCap,319,ClassCap,23932,2737,23932,24407,223,0.3009,true
glyph16:U+005F,glyph,119,5000,46636,9.3271,2994,321,ClassCap,129,ClassCap,19539,1297,19539,20281,129,0.0000,true
glyph16:U+0060,glyph,1722,5000,17470,3.4940,4689,1342,ClassCap,2827,ClassCap,13714,2547,13714,14238,2725,0.0361,true
glyph16:U+0061,glyph,5743,5000,8314,1.6628,5000,3007,ClassCap,10612,ClassCap,8122,3938,8122,8181,10414,0.0187,true
glyph16:U+0062,glyph,5129,5000,8844,1.7688,4995,2824,ClassCap,9434,ClassCap,8182,3674,8182,8231,9228,0.0218,true
glyph16:U+0063,glyph,4671,5000,9230,1.8459,4984,2700,ClassCap,8419,ClassCap,7867,3481,7867,7910,8409,0.0012,true
glyph16:U+0064,glyph,5864,5000,8273,1.6545,5000,3022,ClassCap,10763,ClassCap,8102,3961,8102,8166,10560,0.0189,true
glyph16:U+0065,glyph,4872,5000,9068,1.8135,4989,2751,ClassCap,8766,ClassCap,8032,3580,8032,8077,8756,0.0011,true
glyph16:U+0066,glyph,2364,5000,14507,2.9013,4880,1682,ClassCap,3955,ClassCap,10054,2821,10054,10345,3754,0.0508,true
glyph16:U+0067,glyph,7009,5000,7793,1.5586,5000,3208,ClassCap,12799,ClassCap,7747,4164,7747,7817,12607,0.0150,true
glyph16:U+0068,glyph,2931,5000,11328,2.2656,4717,2082,ClassCap,5045,ClassCap,10045,2832,10045,10341,4751,0.0583,true
glyph16:U+0069,glyph,2123,5000,16244,3.2488,4727,1455,ClassCap,3510,ClassCap,14176,2948,14176,14744,3308,0.0575,true
glyph16:U+006A,glyph,4293,5000,9571,1.9141,4971,2597,ClassCap,7523,ClassCap,9193,3060,9193,9562,7021,0.0667,true
glyph16:U+006B,glyph,1460,5000,17075,3.4150,4460,1306,ClassCap,2517,ClassCap,12555,2448,12555,13072,2409,0.0429,true
glyph16:U+006C,glyph,323,5000,32195,6.4390,3007,467,ClassCap,522,ClassCap,20311,2232,20311,21027,431,0.1743,true
glyph16:U+006D,glyph,5289,5000,8750,1.7500,4998,2856,ClassCap,9624,ClassCap,8512,3778,8512,8576,9128,0.0515,true
glyph16:U+006E,glyph,2264,5000,14795,2.9589,4826,1631,ClassCap,3759,ClassCap,13436,3054,13436,13897,3592,0.0444,true
glyph16:U+006F,glyph,5716,5000,8483,1.6966,5000,2947,ClassCap,10262,ClassCap,8224,3814,8224,8278,10042,0.0214,true
glyph16:U+0070,glyph,5406,5000,8616,1.7232,4999,2901,ClassCap,9922,ClassCap,8372,3791,8372,8429,9722,0.0202,true
glyph16:U+0071,glyph,5046,5000,8908,1.7816,4992,2802,ClassCap,9172,ClassCap,8177,3632,8177,8226,8958,0.0233,true
glyph16:U+0072,glyph,2456,5000,13614,2.7228,4912,1804,ClassCap,4180,ClassCap,10363,2931,10363,10695,3977,0.0486,true
glyph16:U+0073,glyph,6929,5000,7810,1.5620,5000,3201,ClassCap,12680,ClassCap,7762,4147,7762,7843,12487,0.0152,true
glyph16:U+0074,glyph,2421,5000,13655,2.7311,4905,1796,ClassCap,4109,ClassCap,10576,2976,10576,10849,3912,0.0479,true
glyph16:U+0075,glyph,2493,5000,13538,2.7076,4898,1809,ClassCap,4153,ClassCap,10078,2893,10078,10354,3955,0.0477,true
glyph16:U+0076,glyph,1115,5000,17919,3.5838,4236,1182,ClassCap,1760,ClassCap,15702,2831,15702,16443,1989,-0.1301,true
glyph16:U+0077,glyph,3663,5000,9906,1.9811,4937,2492,ClassCap,6602,ClassCap,9439,2802,9439,9850,6225,0.0571,true
glyph16:U+0078,glyph,343,5000,28952,5.7903,3590,620,ClassCap,639,ClassCap,17695,2138,17695,18327,431,0.3255,true
glyph16:U+0079,glyph,3530,5000,10088,2.0177,4915,2436,ClassCap,6403,ClassCap,9658,2831,9658,10003,5928,0.0742,true
glyph16:U+007A,glyph,255,5000,36580,7.3159,3358,459,ClassCap,393,ClassCap,22734,2487,22734,23425,345,0.1221,true
glyph16:U+007B,glyph,4598,5000,9250,1.8500,4984,2694,ClassCap,8205,ClassCap,9087,3279,9087,9457,7663,0.0661,true
glyph16:U+007D,glyph,4598,5000,9269,1.8538,4983,2688,ClassCap,8215,ClassCap,9089,3251,9089,9485,7663,0.0672,true
glyph16:U+007E,glyph,5093,5000,8883,1.7767,4996,2812,ClassCap,9370,ClassCap,8274,3678,8274,8326,9150,0.0235,true
glyph32:U+0021,glyph,1927,5000,17393,3.4786,4703,1352,ClassCap,3125,ClassCap,14143,2729,14143,14704,3012,0.0362,true
glyph32:U+0022,glyph,199,5000,34299,6.8599,2888,421,ClassCap,310,ClassCap,23956,2784,23956,24431,214,0.3097,true
glyph32:U+0023,glyph,615,5000,26084,5.2167,4309,826,ClassCap,1014,ClassCap,14002,2034,14002,14609,920,0.0927,true
glyph32:U+0024,glyph,7185,5000,7702,1.5404,5000,3246,ClassCap,13131,ClassCap,7668,4182,7668,7744,12898,0.0177,true
glyph32:U+0025,glyph,7327,5000,7847,1.5694,5000,3186,ClassCap,12640,ClassCap,7794,4120,7794,7873,12430,0.0166,true
glyph32:U+0026,glyph,9420,5000,5803,1.1606,5000,4308,ClassCap,17979,ClassCap,5803,4247,5803,5872,17674,0.0170,true
glyph32:U+0027,glyph,127,5000,30636,6.1271,3566,582,ClassCap,171,ClassCap,21323,2404,21323,21743,133,0.2222,true
glyph32:U+0028,glyph,1855,5000,17110,3.4220,4719,1379,ClassCap,3039,ClassCap,13876,2719,13876,14391,2968,0.0234,true
glyph32:U+0029,glyph,1855,5000,17119,3.4238,4718,1378,ClassCap,3039,ClassCap,14129,2769,14129,14647,2968,0.0234,true
glyph32:U+002A,glyph,559,5000,22355,4.4711,4480,1002,ClassCap,1143,ClassCap,12316,1841,12316,12889,1003,0.1225,true
glyph32:U+002B,glyph,247,5000,42111,8.4221,2055,244,ClassCap,319,Quiesced,2346,254,2346,2536,319,0.0000,false
glyph32:U+002C,glyph,1694,5000,17123,3.4246,4678,1366,ClassCap,2779,ClassCap,13075,2578,13075,13540,2695,0.0302,true
glyph32:U+002E,glyph,1855,5000,17286,3.4572,4681,1354,ClassCap,2881,ClassCap,14252,2694,14251,14838,2768,0.0392,true
glyph32:U+002F,glyph,127,5000,38523,7.7047,3444,447,ClassCap,166,ClassCap,22170,2385,22169,22816,134,0.1928,true
glyph32:U+0030,glyph,5402,5000,8612,1.7224,5000,2903,ClassCap,9970,ClassCap,8354,3773,8354,8414,9768,0.0203,true
glyph32:U+0031,glyph,1452,5000,16697,3.3394,4418,1323,ClassCap,2520,ClassCap,12107,2352,12107,12696,2438,0.0325,true
glyph32:U+0032,glyph,3891,5000,9761,1.9522,4945,2533,ClassCap,6980,ClassCap,9266,2892,9266,9641,6539,0.0632,true
glyph32:U+0033,glyph,6993,5000,7791,1.5581,5000,3209,ClassCap,12797,ClassCap,7746,4165,7746,7834,12605,0.0150,true
glyph32:U+0034,glyph,1637,5000,17042,3.4084,4557,1337,ClassCap,2751,ClassCap,14107,2832,14107,14645,2671,0.0291,true
glyph32:U+0035,glyph,4546,5000,9283,1.8565,4981,2683,ClassCap,8145,ClassCap,9088,3240,9088,9461,7553,0.0727,true
glyph32:U+0036,glyph,8067,5000,6825,1.3650,5000,3663,ClassCap,15249,ClassCap,6825,4138,6825,6930,14836,0.0271,true
glyph32:U+0037,glyph,191,5000,37016,7.4032,2791,377,ClassCap,288,ClassCap,22837,2678,22837,23488,240,0.1667,true
glyph32:U+0038,glyph,9774,5000,5656,1.1312,5000,4420,ClassCap,18500,ClassCap,5656,4400,5656,5678,18400,0.0054,true
glyph32:U+0039,glyph,8267,5000,6624,1.3249,5000,3774,ClassCap,15698,ClassCap,6624,4102,6624,6701,15139,0.0356,true
glyph32:U+003A,glyph,3655,5000,10497,2.0995,4854,2312,ClassCap,6228,ClassCap,9702,2838,9702,10010,5774,0.0729,true
glyph32:U+003B,glyph,3494,5000,10522,2.1045,4855,2307,ClassCap,6080,ClassCap,9667,2832,9667,9943,5609,0.0775,true
glyph32:U+003C,glyph,295,5000,32107,6.4214,2697,420,ClassCap,514,Quiesced,4348,457,4348,4630,394,0.2335,false
glyph32:U+003E,glyph,295,5000,32197,6.4394,2711,421,ClassCap,519,Quiesced,4361,458,4361,4640,399,0.2312,false
glyph32:U+003F,glyph,6716,5000,7872,1.5743,5000,3176,ClassCap,12176,ClassCap,7809,4106,7809,7889,11985,0.0157,true
glyph32:U+0040,glyph,12056,5000,5001,1.0000,5226,5226,ClassCap,23527,ClassCap,5226,5226,5226,5226,23527,0.0000,true
glyph32:U+0041,glyph,1605,5000,16825,3.3649,4509,1340,ClassCap,2672,ClassCap,13043,2589,13043,13563,2598,0.0277,true
glyph32:U+0042,glyph,4470,5000,9387,1.8774,4975,2650,ClassCap,7970,ClassCap,9132,3231,9132,9498,7432,0.0675,true
glyph32:U+0043,glyph,5129,5000,8827,1.7654,4996,2830,ClassCap,9459,ClassCap,8229,3689,8229,8280,9252,0.0219,true
glyph32:U+0044,glyph,2606,5000,11296,2.2592,4367,1933,ClassCap,4506,ClassCap,9727,2761,9727,10011,4230,0.0613,true
glyph32:U+0045,glyph,247,5000,37656,7.5312,2779,369,ClassCap,335,ClassCap,28615,3015,28615,29406,335,0.0000,true
