kernel,family,class_cap,inserted_classes,classes_at_stop,live_classes,applications,stop,objective,dag_cost,tree_cost,extraction_objective,canonical_objective,canonical_dag_cost,tied_classes,seconds
shader_star_sdf,shader,100000,58,69418,58,177332,ClassCap,10554112,172,115184128,TreeCheaper,10554112,172,21,0.374
shader_gyroid_slice,shader,5000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_gyroid_slice,shader,10000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_gyroid_slice,shader,20000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_gyroid_slice,shader,50000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_gyroid_slice,shader,100000,38,775,33,4675,Quiesced,21444647,932,22957868,TreeCheaper,21444647,932,12,0.013
shader_plasma,shader,5000,35,3439,29,5981,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.013
shader_plasma,shader,10000,35,6909,29,15454,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.031
shader_plasma,shader,20000,35,12661,29,35023,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.066
shader_plasma,shader,50000,35,29370,29,118426,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.222
shader_plasma,shader,100000,35,52533,29,292631,ClassCap,17260544,359,18444800,TreeCheaper,17260544,359,9,0.550
shader_domain_warp_fbm,shader,5000,67,4591,63,6948,ClassCap,27664132,457,127599632,TreeCheaper,27400708,448,22,0.020
shader_domain_warp_fbm,shader,10000,67,8634,56,12210,ClassCap,26286596,431,174677008,Shared,26286596,431,17,0.027
shader_domain_warp_fbm,shader,20000,67,18774,62,28923,ClassCap,27205376,446,126288896,TreeCheaper,26941952,437,20,0.088
shader_domain_warp_fbm,shader,50000,67,44384,59,63413,ClassCap,26876164,439,125500448,TreeCheaper,26876164,439,18,0.212
shader_domain_warp_fbm,shader,100000,67,96399,58,148026,ClassCap,26941696,436,125762560,TreeCheaper,26941696,436,19,0.562
shader_kaleidoscope_fold,shader,5000,43,131,40,319,Quiesced,34933520,560,107906368,TreeCheaper,34933520,560,12,0.001
