name,group,arm,node_count,stop,allocated,live,nodes,memo,bytes_proxy,applications,iterations,unions,extracted_cost,elapsed_ns
glyph16:U+003F,glyph16,allocated,6716,ClassCap(Allocated),5000,3176,5000,5083,844648,2009,1,1824,12176,16773500
glyph16:U+003F,glyph16,live,6716,ClassCap(Live),8320,4176,8320,8400,1402240,5431,1,4087,11985,25637292
glyph16:U+0040,glyph16,allocated,12056,ClassCap(Allocated),5226,5226,5226,5226,877968,0,0,0,23527,2495917
glyph16:U+0040,glyph16,live,12056,ClassCap(Live),5226,5226,5226,5226,877968,0,0,0,23527,2528042
glyph16:U+0041,glyph16,allocated,1605,ClassCap(Allocated),4509,1340,4509,4734,770112,6637,2,3140,2672,23107167
glyph16:U+0041,glyph16,live,1605,ClassCap(Live),6470,1854,6470,6708,1100288,9948,2,4587,2549,27874916
glyph16:U+0042,glyph16,allocated,4470,ClassCap(Allocated),4975,2650,4975,5016,838096,2973,1,2267,7970,15687584
glyph16:U+0042,glyph16,live,4470,ClassCap(Live),7052,3157,7052,7093,1187032,5146,1,3837,7758,20366167
glyph16:U+0043,glyph16,allocated,5129,ClassCap(Allocated),4996,2830,4996,5047,842184,2718,1,2110,9459,15808833
glyph16:U+0043,glyph16,live,5129,ClassCap(Live),7876,3544,7876,7927,1326024,5633,1,4276,9252,22846375
glyph16:U+0044,glyph16,allocated,2606,ClassCap(Allocated),4367,1933,4367,4390,734944,3265,1,2389,4506,12377167
glyph16:U+0044,glyph16,live,2606,ClassCap(Live),9105,2572,9105,9366,1544256,13737,2,6480,4230,40414875
glyph16:U+0045,glyph16,allocated,247,ClassCap(Allocated),2780,370,2780,2973,477848,12806,4,2396,335,56270084
glyph16:U+0045,glyph16,live,247,ClassCap(Live),4623,556,4623,4873,790664,24259,5,4049,335,204118208
glyph16:U+0046,glyph16,allocated,215,ClassCap(Allocated),2535,331,2535,2713,435848,11996,4,2190,285,52938375
glyph16:U+0046,glyph16,live,215,ClassCap(Live),4252,508,4252,4488,727552,22382,5,3725,285,210339625
glyph16:U+0047,glyph16,allocated,4563,ClassCap(Allocated),4983,2695,4983,5020,839216,2915,1,2234,8262,16086667
glyph16:U+0047,glyph16,live,4563,ClassCap(Live),7266,3250,7266,7303,1222760,5258,1,3962,8258,21052000
glyph16:U+0048,glyph16,allocated,247,ClassCap(Allocated),2793,369,2793,2984,479920,12700,4,2410,314,62793542
glyph16:U+0048,glyph16,live,247,ClassCap(Live),4724,562,4724,4973,807576,24358,5,4145,314,228506958
glyph16:U+0049,glyph16,allocated,391,ClassCap(Allocated),3418,565,3418,3722,591248,8929,3,2843,626,46581083
glyph16:U+0049,glyph16,live,391,ClassCap(Live),5001,695,5001,5342,859264,20753,4,4280,602,203888333
glyph16:U+004A,glyph16,allocated,2425,ClassCap(Allocated),4282,1868,4282,4302,720496,3220,1,2373,4339,12217000
glyph16:U+004A,glyph16,live,2425,ClassCap(Live),8998,2490,8998,9255,1526056,13711,2,6448,3926,38536625
glyph16:U+004B,glyph16,allocated,617,ClassCap(Allocated),4578,925,4578,4827,783048,10063,3,3637,1047,53914125
glyph16:U+004B,glyph16,live,617,ClassCap(Live),7748,1458,7748,8242,1329328,17070,3,6256,1121,92450291
glyph16:U+004C,glyph16,allocated,151,ClassCap(Allocated),3361,422,3361,3562,575904,17318,5,2922,185,137548458
glyph16:U+004C,glyph16,live,151,ClassCap(Live),5681,642,5681,5935,968632,32765,6,5020,185,679147667
glyph16:U+004D,glyph16,allocated,2345,ClassCap(Allocated),4914,1703,4914,5235,843528,5331,2,3184,4133,27480834
glyph16:U+004D,glyph16,live,2345,ClassCap(Live),9209,2612,9209,9589,1568392,13382,2,6569,4121,39920500
glyph16:U+004E,glyph16,allocated,1399,ClassCap(Allocated),4653,1325,4653,4909,796040,6421,2,3299,2457,23676291
glyph16:U+004E,glyph16,live,1399,ClassCap(Live),7495,2010,7495,7771,1274616,11445,2,5456,2348,31867500
glyph16:U+004F,glyph16,allocated,5945,ClassCap(Allocated),5000,3006,5000,5077,844312,2421,1,1982,10769,16519209
glyph16:U+004F,glyph16,live,5945,ClassCap(Live),8206,3917,8206,8284,1382976,5650,1,4229,10539,24414083
glyph16:U+0050,glyph16,allocated,2409,ClassCap(Allocated),4880,1714,4880,5106,832496,5418,2,3117,3990,26529875
glyph16:U+0050,glyph16,live,2409,ClassCap(Live),8681,2453,8681,8941,1472968,13199,2,6179,3910,37907708
glyph16:U+0051,glyph16,allocated,6053,ClassCap(Allocated),5000,3029,5000,5059,843304,2388,1,1966,10749,16830167
glyph16:U+0051,glyph16,live,6053,ClassCap(Live),8196,3941,8196,8254,1380176,5609,1,4195,10532,24692542
glyph16:U+0052,glyph16,allocated,2710,ClassCap(Allocated),4509,2000,4509,4527,758520,3337,1,2464,4725,12770542
glyph16:U+0052,glyph16,live,2710,ClassCap(Live),9321,2632,9321,9608,1582000,14111,2,6636,4443,41658584
glyph16:U+0053,glyph16,allocated,7616,ClassCap(Allocated),5000,3414,5000,5080,844480,1682,1,1586,14066,17026375
glyph16:U+0053,glyph16,live,7616,ClassCap(Live),8316,4444,8316,8415,1402632,4989,1,3823,13956,26252625
glyph16:U+0054,glyph16,allocated,183,ClassCap(Allocated),3521,468,3521,3720,602672,18538,5,3037,227,155211542
glyph16:U+0054,glyph16,live,183,ClassCap(Live),5906,684,5906,6178,1007440,35113,6,5203,227,757121917
glyph16:U+0055,glyph16,allocated,2899,ClassCap(Allocated),4686,2079,4686,4700,788032,3440,1,2558,5170,13421958
glyph16:U+0055,glyph16,live,2899,ClassCap(Live),9723,2732,9723,9974,1647520,14671,2,6911,4701,42219667
glyph16:U+0056,glyph16,allocated,1573,ClassCap(Allocated),4614,1319,4614,4827,787080,6581,2,3262,2647,23780916
glyph16:U+0056,glyph16,live,1573,ClassCap(Live),6922,1920,6922,7171,1176840,10677,2,4969,2534,30050125
glyph16:U+0057,glyph16,allocated,7232,ClassCap(Allocated),5000,3271,5000,5109,846104,1842,1,1729,13499,16635792
glyph16:U+0057,glyph16,live,7232,ClassCap(Live),8424,4426,8424,8535,1421448,5158,1,3945,13367,26387667
glyph16:U+0058,glyph16,allocated,343,ClassCap(Allocated),3607,628,3607,3937,624456,9017,3,2969,652,60407500
glyph16:U+0058,glyph16,live,343,ClassCap(Live),5659,805,5659,6064,973392,22137,4,4818,612,373412500
glyph16:U+0059,glyph16,allocated,263,ClassCap(Allocated),2684,412,2684,2942,465360,7570,3,2246,437,37038666
glyph16:U+0059,glyph16,live,263,ClassCap(Live),4061,556,4061,4349,698376,16991,4,3478,413,161751750
glyph16:U+005A,glyph16,allocated,255,ClassCap(Allocated),3358,459,3358,3603,577864,14056,4,2879,393,102503500
